Year,Age,Female_population,Male_population,Total_population,ID
1983,109,78.29,30.5,108.79,1983_109
1983,110,164.1,90.85,254.95,1983_110
1984,0,1762780.79,1847655.85,3610436.64,1984_0
1984,1,1726467.37,1810442.79,3536910.16,1984_1
1984,2,1716714.95,1795840.16,3512555.11,1984_2
1984,3,1712776.38,1790140.82,3502917.2,1984_3
1984,4,1690364.55,1767913.12,3458277.67,1984_4
1984,5,1635420.39,1711243.67,3346664.06,1984_5
1984,6,1604573.3,1682067.47,3286640.77,1984_6
1984,7,1584432.88,1661939.33,3246372.21,1984_7
1984,8,1508592.82,1584592.22,3093185.04,1984_8
1984,9,1572099.67,1651016.2,3223115.87,1984_9
1984,10,1593482.9,1675318.42,3268801.32,1984_10
1984,11,1642374.23,1718940.32,3361314.55,1984_11
1984,12,1759351.58,1841762.29,3601113.87,1984_12
1984,13,1829138.69,1913809.0,3742947.69,1984_13
1984,14,1800383.25,1884266.88,3684650.13,1984_14
1984,15,1779590.04,1859078.93,3638668.97,1984_15
1984,16,1783934.33,1864317.38,3648251.71,1984_16
1984,17,1834788.26,1926523.63,3761311.89,1984_17
1984,18,1902863.55,1964815.01,3867678.56,1984_18
1984,19,2099535.33,2143223.07,4242758.4,1984_19
1984,20,2137666.2,2179554.84,4317221.04,1984_20
1984,21,2129179.66,2162877.04,4292056.7,1984_21
1984,22,2139867.69,2168155.98,4308023.67,1984_22
1984,23,2147774.64,2161760.05,4309534.69,1984_23
1984,24,2169826.56,2184029.38,4353855.94,1984_24
1984,25,2181236.84,2191268.68,4372505.52,1984_25
1984,26,2171998.28,2176390.2,4348388.48,1984_26
1984,27,2152203.47,2149694.16,4301897.63,1984_27
1984,28,2010690.86,2000885.18,4011576.04,1984_28
1984,29,2135592.96,2130114.56,4265707.52,1984_29
1984,30,2066358.19,2045602.85,4111961.04,1984_30
1984,31,1971009.03,1941971.2,3912980.23,1984_31
1984,32,1934911.7,1901441.15,3836352.85,1984_32
1984,33,1867682.66,1821620.59,3689303.25,1984_33
1984,34,1883057.12,1852058.2,3735115.32,1984_34
1984,35,1858600.49,1814624.0,3673224.49,1984_35
1984,36,1891699.26,1836611.75,3728311.01,1984_36
1984,37,1707840.47,1650292.67,3358133.14,1984_37
1984,38,1403332.25,1352374.33,2755706.58,1984_38
1984,39,1511338.32,1466536.22,2977874.54,1984_39
1984,40,1546651.58,1492616.54,3039268.12,1984_40
1984,41,1448629.11,1397052.95,2845682.06,1984_41
1984,42,1322692.73,1275616.9,2598309.63,1984_42
1984,43,1260906.43,1206897.69,2467804.12,1984_43
1984,44,1244553.07,1197945.88,2442498.95,1984_44
1984,45,1208234.18,1158397.88,2366632.06,1984_45
1984,46,1180776.12,1125822.78,2306598.9,1984_46
1984,47,1166403.58,1107836.06,2274239.64,1984_47
1984,48,1095643.32,1044236.63,2139879.95,1984_48
1984,49,1139072.12,1088730.0,2227802.12,1984_49
1984,50,1119662.53,1048617.18,2168279.71,1984_50
1984,51,1099406.06,1029228.88,2128634.94,1984_51
1984,52,1134375.92,1054368.47,2188744.39,1984_52
1984,53,1166631.1,1092001.18,2258632.28,1984_53
1984,54,1198508.63,1112535.42,2311044.05,1984_54
1984,55,1193610.1,1089708.74,2283318.84,1984_55
1984,56,1204507.5,1089629.03,2294136.53,1984_56
1984,57,1218402.72,1089215.89,2307618.61,1984_57
1984,58,1176601.91,1041574.48,2218176.39,1984_58
1984,59,1224540.53,1076308.71,2300849.24,1984_59
1984,60,1204776.15,1046593.39,2251369.54,1984_60
1984,61,1179903.52,1028691.09,2208594.61,1984_61
1984,62,1149913.21,999361.42,2149274.63,1984_62
1984,63,1113927.13,970894.67,2084821.8,1984_63
1984,64,1099560.45,935361.79,2034922.24,1984_64
1984,65,1078737.15,902877.3,1981614.45,1984_65
1984,66,1042811.22,858668.7,1901479.92,1984_66
1984,67,1016800.46,820640.93,1837441.39,1984_67
1984,68,969229.84,765399.26,1734629.1,1984_68
1984,69,972560.7,742961.99,1715522.69,1984_69
1984,70,926466.68,698952.95,1625419.63,1984_70
1984,71,894892.3,661981.94,1556874.24,1984_71
1984,72,850859.87,616616.1,1467475.97,1984_72
1984,73,805730.32,569414.17,1375144.49,1984_73
1984,74,786350.03,538352.59,1324702.62,1984_74
1984,75,739922.61,495145.28,1235067.89,1984_75
1984,76,693675.31,447659.51,1141334.82,1984_76
1984,77,654510.14,407152.68,1061662.82,1984_77
1984,78,607119.05,366538.12,973657.17,1984_78
1984,79,564428.47,329626.79,894055.26,1984_79
1984,80,506166.48,283291.14,789457.62,1984_80
1984,81,469112.11,252026.65,721138.76,1984_81
1984,82,403037.89,208194.69,611232.58,1984_82
1984,83,410354.23,199419.65,609773.88,1984_83
1984,84,320001.3,152733.24,472734.54,1984_84
1984,85,306794.25,137482.0,444276.25,1984_85
1984,86,260782.96,114476.85,375259.81,1984_86
1984,87,237633.5,100050.48,337683.98,1984_87
1984,88,205914.75,83377.41,289292.16,1984_88
1984,89,171846.5,67395.66,239242.16,1984_89
1984,90,142044.2,53501.52,195545.72,1984_90
1984,91,118832.84,43111.06,161943.9,1984_91
1984,92,90943.67,31449.67,122393.34,1984_92
1984,93,72409.6,24112.88,96522.48,1984_93
1984,94,55871.5,18204.97,74076.47,1984_94
1984,95,41805.45,13128.52,54933.97,1984_95
1984,96,27976.66,8621.53,36598.19,1984_96
1984,97,20104.18,5807.62,25911.8,1984_97
1984,98,13885.0,3935.86,17820.86,1984_98
1984,99,9556.67,2592.39,12149.06,1984_99
1984,100,6240.31,1635.96,7876.27,1984_100
1984,101,4016.67,1064.38,5081.05,1984_101
1984,102,2529.68,644.26,3173.94,1984_102
1984,103,1534.88,421.2,1956.08,1984_103
1984,104,842.55,247.75,1090.3,1984_104
1984,105,509.68,124.64,634.32,1984_105
1984,106,321.13,87.57,408.7,1984_106
1984,107,206.25,65.4,271.65,1984_107
1984,108,148.63,29.58,178.21,1984_108
1984,109,73.85,25.67,99.52,1984_109
1984,110,149.43,81.75,231.18,1984_110
1985,0,1770423.82,1854993.4,3625417.22,1985_0
1985,1,1713303.7,1796761.89,3510065.59,1985_1
1985,2,1730799.69,1812208.73,3543008.42,1985_2
1985,3,1733703.97,1813027.41,3546731.38,1985_3
1985,4,1731500.28,1811741.09,3543241.37,1985_4
1985,5,1690080.33,1767576.13,3457656.46,1985_5
1985,6,1635667.24,1712340.32,3348007.56,1985_6
1985,7,1622579.34,1702094.93,3324674.27,1985_7
1985,8,1527212.35,1603982.02,3131194.37,1985_8
1985,9,1580376.22,1659929.98,3240306.2,1985_9
1985,10,1590666.1,1676901.12,3267567.22,1985_10
1985,11,1575104.27,1651365.33,3226469.6,1985_11
1985,12,1639983.18,1714960.58,3354943.76,1985_12
1985,13,1772331.85,1854072.58,3626404.43,1985_13
1985,14,1836123.19,1926766.58,3762889.77,1985_14
1985,15,1815411.08,1899843.71,3715254.79,1985_15
1985,16,1780969.27,1865864.09,3646833.36,1985_16
1985,17,1795004.72,1887660.82,3682665.54,1985_17
1985,18,1829593.99,1892828.05,3722422.04,1985_18
1985,19,2009541.23,2051938.92,4061480.15,1985_19
1985,20,2086709.38,2133339.31,4220048.69,1985_20
1985,21,2101609.3,2146349.66,4247958.96,1985_21
1985,22,2102633.76,2137937.7,4240571.46,1985_22
1985,23,2140350.8,2162091.13,4302441.93,1985_23
1985,24,2182610.32,2202999.95,4385610.27,1985_24
1985,25,2174305.19,2187267.86,4361573.05,1985_25
1985,26,2173911.98,2179386.56,4353298.54,1985_26
1985,27,2191220.68,2195759.82,4386980.5,1985_27
1985,28,2058252.79,2053235.58,4111488.37,1985_28
1985,29,2175978.71,2175835.77,4351814.48,1985_29
1985,30,2113196.18,2097745.52,4210941.7,1985_30
1985,31,2022020.73,1993807.31,4015828.04,1985_31
1985,32,1979602.7,1950899.35,3930502.05,1985_32
1985,33,1921999.25,1878351.39,3800350.64,1985_33
1985,34,1917659.92,1889657.09,3807317.01,1985_34
1985,35,1866329.24,1825714.4,3692043.64,1985_35
1985,36,1832350.09,1779671.24,3612021.33,1985_36
1985,37,1904880.33,1845811.38,3750691.71,1985_37
1985,38,1642113.47,1585529.04,3227642.51,1985_38
1985,39,1497962.07,1456135.32,2954097.39,1985_39
1985,40,1500313.72,1447819.46,2948133.18,1985_40
1985,41,1500192.1,1446625.3,2946817.4,1985_41
1985,42,1451555.46,1403737.76,2855293.22,1985_42
1985,43,1327085.29,1271941.92,2599027.21,1985_43
1985,44,1279317.51,1233515.92,2512833.43,1985_44
1985,45,1223665.61,1174873.77,2398539.38,1985_45
1985,46,1210773.21,1156917.04,2367690.25,1985_46
1985,47,1193516.54,1136674.3,2330190.84,1985_47
1985,48,1098812.34,1046895.11,2145707.45,1985_48
1985,49,1163258.78,1112065.07,2275323.85,1985_49
1985,50,1136232.71,1069708.99,2205941.7,1985_50
1985,51,1080043.77,1016624.97,2096668.74,1985_51
1985,52,1096199.98,1022539.81,2118739.79,1985_52
1985,53,1140400.13,1061455.18,2201855.31,1985_53
1985,54,1183707.31,1098100.1,2281807.41,1985_54
1985,55,1168358.65,1074122.48,2242481.13,1985_55
1985,56,1190659.69,1085333.35,2275993.04,1985_56
1985,57,1219425.08,1098996.38,2318421.46,1985_57
1985,58,1156174.99,1025857.82,2182032.81,1985_58
1985,59,1208150.19,1062849.53,2270999.72,1985_59
1985,60,1215389.02,1054427.15,2269816.17,1985_60
1985,61,1172931.67,1019320.52,2192252.19,1985_61
1985,62,1147447.74,991310.71,2138758.45,1985_62
1985,63,1148314.66,1000526.62,2148841.28,1985_63
1985,64,1134794.0,970227.67,2105021.67,1985_64
1985,65,1085133.76,909538.83,1994672.59,1985_65
1985,66,1049400.43,867529.69,1916930.12,1985_66
1985,67,1040174.1,844135.92,1884310.02,1985_67
1985,68,981054.98,776581.81,1757636.79,1985_68
1985,69,976334.15,749088.29,1725422.44,1985_69
1985,70,934378.01,705651.92,1640029.93,1985_70
1985,71,906997.38,670984.23,1577981.61,1985_71
1985,72,862510.06,624958.27,1487468.33,1985_72
1985,73,821332.43,582162.76,1403495.19,1985_73
1985,74,803385.65,551609.73,1354995.38,1985_74
1985,75,757708.62,508620.14,1266328.76,1985_75
1985,76,708896.89,459027.13,1167924.02,1985_76
1985,77,670548.31,417677.15,1088225.46,1985_77
1985,78,622966.37,376629.03,999595.4,1985_78
1985,79,581453.67,339097.16,920550.83,1985_79
1985,80,519767.49,290888.76,810656.25,1985_80
1985,81,477612.43,256899.52,734511.95,1985_81
1985,82,440322.93,226772.49,667095.42,1985_82
1985,83,374223.23,185059.57,559282.8,1985_83
1985,84,378637.93,176073.08,554711.01,1985_84
1985,85,291759.19,132876.57,424635.76,1985_85
1985,86,278023.46,118647.47,396670.93,1985_86
1985,87,233173.2,97302.39,330475.59,1985_87
1985,88,210548.74,84073.35,294622.09,1985_88
1985,89,180297.72,69204.83,249502.55,1985_89
1985,90,148137.63,54988.76,203126.39,1985_90
1985,91,120619.01,42880.75,163499.76,1985_91
1985,92,99615.94,34046.07,133662.01,1985_92
1985,93,74545.02,24266.08,98811.1,1985_93
1985,94,58403.2,18260.66,76663.86,1985_94
1985,95,44137.53,13484.07,57621.6,1985_95
1985,96,32417.23,9484.72,41901.95,1985_96
1985,97,21155.4,6097.94,27253.34,1985_97
1985,98,14844.96,4015.45,18860.41,1985_98
1985,99,10019.6,2658.84,12678.44,1985_99
1985,100,6772.73,1729.08,8501.81,1985_100
1985,101,4341.95,1062.11,5404.06,1985_101
1985,102,2713.19,675.86,3389.05,1985_102
1985,103,1697.73,415.1,2112.83,1985_103
1985,104,994.67,287.1,1281.77,1985_104
1985,105,527.89,174.15,702.04,1985_105
1985,106,321.68,70.6,392.28,1985_106
1985,107,193.92,58.42,252.34,1985_107
1985,108,129.96,43.22,173.18,1985_108
1985,109,101.61,18.07,119.68,1985_109
1985,110,150.92,66.83,217.75,1985_110
1986,0,1801361.1,1887764.05,3689125.15,1986_0
1986,1,1724785.93,1807620.01,3532405.94,1986_1
1986,2,1718762.97,1800734.0,3519496.97,1986_2
1986,3,1745504.42,1826752.24,3572256.66,1986_3
1986,4,1753452.87,1835489.0,3588941.87,1986_4
1986,5,1731178.91,1811875.87,3543054.78,1986_5
1986,6,1690190.6,1768170.61,3458361.21,1986_6
1986,7,1651869.26,1730136.74,3382006.0,1986_7
1986,8,1563146.3,1641931.19,3205077.49,1986_8
1986,9,1606181.13,1687540.78,3293721.91,1986_9
1986,10,1596428.92,1682985.32,3279414.24,1986_10
1986,11,1571610.87,1651622.58,3223233.45,1986_11
1986,12,1573503.49,1647678.37,3221181.86,1986_12
1986,13,1652700.68,1727111.86,3379812.54,1986_13
1986,14,1779340.92,1867092.68,3646433.6,1986_14
1986,15,1851322.32,1943084.28,3794406.6,1986_15
1986,16,1817290.22,1908526.25,3725816.47,1986_16
1986,17,1796532.19,1893612.21,3690144.4,1986_17
1986,18,1790226.12,1855751.33,3645977.45,1986_18
1986,19,1934668.91,1979009.56,3913678.47,1986_19
1986,20,1996504.1,2044387.04,4040891.14,1986_20
1986,21,2051920.24,2103678.65,4155598.89,1986_21
1986,22,2071530.52,2117867.27,4189397.79,1986_22
1986,23,2101601.5,2131899.11,4233500.61,1986_23
1986,24,2178011.87,2206218.63,4384230.5,1986_24
1986,25,2183975.15,2203249.27,4387224.42,1986_25
1986,26,2169167.04,2176403.76,4345570.8,1986_26
1986,27,2192276.74,2199603.75,4391880.49,1986_27
1986,28,2093051.29,2094185.88,4187237.17,1986_28
1986,29,2233007.38,2237423.28,4470430.66,1986_29
1986,30,2149096.71,2138127.68,4287224.39,1986_30
1986,31,2067386.11,2044633.46,4112019.57,1986_31
1986,32,2030236.52,2002145.04,4032381.56,1986_32
1986,33,1968614.43,1928352.59,3896967.02,1986_33
1986,34,1974162.98,1949892.49,3924055.47,1986_34
1986,35,1902126.08,1864734.78,3766860.86,1986_35
1986,36,1838558.97,1789595.46,3628154.43,1986_36
1986,37,1846834.6,1791544.94,3638379.54,1986_37
1986,38,1824909.22,1766537.16,3591446.38,1986_38
1986,39,1764438.38,1719426.94,3483865.32,1986_39
1986,40,1483712.33,1435728.93,2919441.26,1986_40
1986,41,1458392.14,1406149.55,2864541.69,1986_41
1986,42,1502324.08,1453845.96,2956170.04,1986_42
1986,43,1453325.22,1396432.81,2849758.03,1986_43
1986,44,1349018.86,1304173.56,2653192.42,1986_44
1986,45,1258794.47,1210154.73,2468949.2,1986_45
1986,46,1220106.88,1167680.97,2387787.85,1986_46
1986,47,1223927.92,1167462.19,2391390.11,1986_47
1986,48,1125859.11,1073966.92,2199826.03,1986_48
1986,49,1172327.55,1121787.03,2294114.58,1986_49
1986,50,1155512.75,1089194.03,2244706.78,1986_50
1986,51,1096021.36,1035310.61,2131331.97,1986_51
1986,52,1076061.23,1009194.52,2085255.75,1986_52
1986,53,1102444.87,1028364.64,2130809.51,1986_53
1986,54,1156851.22,1068365.98,2225217.2,1986_54
1986,55,1153424.42,1059625.38,2213049.8,1986_55
1986,56,1168582.26,1071994.53,2240576.79,1986_56
1986,57,1204064.97,1093526.79,2297591.76,1986_57
1986,58,1153513.21,1032179.97,2185693.18,1986_58
1986,59,1192220.03,1052595.24,2244815.27,1986_59
1986,60,1197137.1,1036531.93,2233669.03,1986_60
1986,61,1182016.31,1027001.6,2209017.91,1986_61
1986,62,1145417.5,986234.18,2131651.68,1986_62
1986,63,1145689.85,992210.78,2137900.63,1986_63
1986,64,1170561.57,999784.92,2170346.49,1986_64
1986,65,1116748.27,939966.97,2056715.24,1986_65
1986,66,1057033.88,875701.09,1932734.97,1986_66
1986,67,1048085.17,854422.38,1902507.55,1986_67
1986,68,1001541.17,796620.58,1798161.75,1986_68
1986,69,990626.92,763092.02,1753718.94,1986_69
1986,70,938506.81,711556.26,1650063.07,1986_70
1986,71,914337.25,677714.21,1592051.46,1986_71
1986,72,870300.3,630363.05,1500663.35,1986_72
1986,73,834672.63,593080.16,1427752.79,1986_73
1986,74,819447.86,564524.15,1383972.01,1986_74
1986,75,775040.37,522428.7,1297469.07,1986_75
1986,76,724284.77,471431.35,1195716.12,1986_76
1986,77,685984.48,428749.68,1114734.16,1986_77
1986,78,637660.4,386152.56,1023812.96,1986_78
1986,79,598264.89,348458.49,946723.38,1986_79
1986,80,538990.9,300830.04,839820.94,1986_80
1986,81,490015.6,263356.28,753371.88,1986_81
1986,82,447554.62,230662.38,678217.0,1986_82
1986,83,409914.55,201847.13,611761.68,1986_83
1986,84,344438.6,162409.33,506847.93,1986_84
1986,85,346074.25,153611.47,499685.72,1986_85
1986,86,262813.63,114014.38,376828.01,1986_86
1986,87,249174.31,101117.47,350291.78,1986_87
1986,88,206050.66,81326.95,287377.61,1986_88
1986,89,183990.12,69280.08,253270.2,1986_89
1986,90,155131.31,56316.26,211447.57,1986_90
1986,91,125582.4,43987.22,169569.62,1986_91
1986,92,100522.43,33638.82,134161.25,1986_92
1986,93,81372.35,26085.63,107457.98,1986_93
1986,94,59534.53,18238.26,77772.79,1986_94
1986,95,45750.25,13496.79,59247.04,1986_95
1986,96,33987.42,9748.53,43735.95,1986_96
1986,97,24414.58,6686.89,31101.47,1986_97
1986,98,15565.74,4233.32,19799.06,1986_98
1986,99,10634.32,2712.14,13346.46,1986_99
1986,100,7133.87,1779.68,8913.55,1986_100
1986,101,4802.46,1181.77,5984.23,1986_101
1986,102,2905.29,691.53,3596.82,1986_102
1986,103,1787.86,414.1,2201.96,1986_103
1986,104,1108.75,264.05,1372.8,1986_104
1986,105,632.61,181.08,813.69,1986_105
1986,106,325.69,104.0,429.69,1986_106
1986,107,196.74,42.65,239.39,1986_107
1986,108,116.7,33.76,150.46,1986_108
1986,109,87.79,20.06,107.85,1986_109
1986,110,161.55,49.06,210.61,1986_110
1987,0,1807388.95,1894031.16,3701420.11,1987_0
1987,1,1758564.76,1842982.53,3601547.29,1987_1
1987,2,1731248.41,1813617.96,3544866.37,1987_2
1987,3,1730933.3,1812519.43,3543452.73,1987_3
1987,4,1766208.13,1849981.25,3616189.38,1987_4
1987,5,1753132.25,1836118.57,3589250.82,1987_5
1987,6,1731148.24,1811856.71,3543004.95,1987_6
1987,7,1704572.6,1783685.93,3488258.53,1987_7
1987,8,1590528.58,1667939.41,3258467.99,1987_8
1987,9,1650709.57,1735090.74,3385800.31,1987_9
1987,10,1620401.41,1708620.51,3329021.92,1987_10
1987,11,1576718.84,1656497.53,3233216.37,1987_11
1987,12,1570210.71,1647760.06,3217970.77,1987_12
1987,13,1586123.72,1659664.14,3245787.86,1987_13
1987,14,1659669.01,1739740.68,3399409.69,1987_14
1987,15,1794225.43,1883668.68,3677894.11,1987_15
1987,16,1853362.62,1953633.36,3806995.98,1987_16
1987,17,1837415.3,1941089.82,3778505.12,1987_17
1987,18,1791670.56,1861640.02,3653310.58,1987_18
1987,19,1895578.96,1942999.21,3838578.17,1987_19
1987,20,1922125.89,1975462.92,3897588.81,1987_20
1987,21,1964257.71,2021005.44,3985263.15,1987_21
1987,22,2018661.3,2071850.89,4090512.19,1987_22
1987,23,2068265.17,2108730.41,4176995.58,1987_23
1987,24,2141113.51,2175573.4,4316686.91,1987_24
1987,25,2175732.55,2201802.55,4377535.1,1987_25
1987,26,2179904.74,2190824.63,4370729.37,1987_26
1987,27,2185686.24,2195317.02,4381003.26,1987_27
1987,28,2091041.73,2093292.23,4184333.96,1987_28
1987,29,2275783.07,2285367.86,4561150.93,1987_29
1987,30,2201524.77,2193168.94,4394693.71,1987_30
1987,31,2101678.38,2083056.39,4184734.77,1987_31
1987,32,2074938.0,2051156.76,4126094.76,1987_32
1987,33,2020670.68,1979390.73,4000061.41,1987_33
1987,34,2022995.77,2003470.29,4026466.06,1987_34
1987,35,1959351.81,1924876.55,3884228.36,1987_35
1987,36,1872007.91,1826600.71,3698608.62,1987_36
1987,37,1854224.2,1803228.08,3657452.28,1987_37
1987,38,1762501.78,1707915.25,3470417.03,1987_38
1987,39,1974343.25,1929875.6,3904218.85,1987_39
1987,40,1740911.76,1687417.63,3428329.39,1987_40
1987,41,1444941.04,1396702.09,2841643.13,1987_41
1987,42,1459569.05,1413497.25,2873066.3,1987_42
1987,43,1501418.48,1443010.73,2944429.21,1987_43
1987,44,1480546.62,1436429.92,2916976.54,1987_44
1987,45,1327975.47,1279623.49,2607598.96,1987_45
1987,46,1248628.1,1196699.88,2445327.98,1987_46
1987,47,1233375.48,1177461.22,2410836.7,1987_47
1987,48,1155605.52,1102613.7,2258219.22,1987_48
1987,49,1206791.21,1157751.34,2364542.55,1987_49
1987,50,1160083.76,1095993.56,2256077.32,1987_50
1987,51,1114243.69,1052085.48,2166329.17,1987_51
1987,52,1091275.31,1027230.28,2118505.59,1987_52
1987,53,1082582.09,1014082.61,2096664.7,1987_53
1987,54,1117893.53,1036006.35,2153899.88,1987_54
1987,55,1126574.62,1030472.29,2157046.91,1987_55
1987,56,1156567.81,1059608.1,2216175.91,1987_56
1987,57,1180063.71,1078888.03,2258951.74,1987_57
1987,58,1135125.04,1024268.99,2159394.03,1987_58
1987,59,1194584.94,1065200.77,2259785.71,1987_59
1987,60,1179457.83,1022296.93,2201754.76,1987_60
1987,61,1162679.33,1009545.18,2172224.51,1987_61
1987,62,1158667.9,997668.22,2156336.12,1987_62
1987,63,1143349.53,986963.65,2130313.18,1987_63
1987,64,1168386.68,991586.8,2159973.48,1987_64
1987,65,1148674.27,965276.47,2113950.74,1987_65
1987,66,1089300.44,906651.14,1995951.58,1987_66
1987,67,1056814.64,863890.96,1920705.6,1987_67
1987,68,1006842.44,803632.73,1810475.17,1987_68
1987,69,1013373.42,785364.5,1798737.92,1987_69
1987,70,953097.58,725525.45,1678623.03,1987_70
1987,71,918132.65,684043.62,1602176.27,1987_71
1987,72,873534.08,633708.12,1507242.2,1987_72
1987,73,844297.25,601324.93,1445622.18,1987_73
1987,74,833328.68,575552.58,1408881.26,1987_74
1987,75,791532.81,535853.59,1327386.4,1987_75
1987,76,739270.79,484222.19,1223492.98,1987_76
1987,77,701990.87,441153.8,1143144.67,1987_77
1987,78,652047.01,396397.5,1048444.51,1987_78
1987,79,614232.36,357362.91,971595.27,1987_79
1987,80,546892.14,304730.26,851622.4,1987_80
1987,81,508586.67,272673.02,781259.69,1987_81
1987,82,459182.56,236577.82,695760.38,1987_82
1987,83,416305.49,205411.38,621716.87,1987_83
1987,84,379042.36,178374.95,557417.31,1987_84
1987,85,314536.56,141417.18,455953.74,1987_85
1987,86,313944.99,132853.22,446798.21,1987_86
1987,87,234477.07,96682.56,331159.63,1987_87
1987,88,221424.77,85144.76,306569.53,1987_88
1987,89,180163.53,67134.72,247298.25,1987_89
1987,90,158577.9,56445.03,215022.93,1987_90
1987,91,131730.62,45102.64,176833.26,1987_91
1987,92,104755.38,34607.76,139363.14,1987_92
1987,93,82339.61,25850.58,108190.19,1987_93
1987,94,65523.22,19693.84,85217.06,1987_94
1987,95,46731.75,13511.01,60242.76,1987_95
1987,96,35271.13,9828.54,45099.67,1987_96
1987,97,25604.34,6955.87,32560.21,1987_97
1987,98,17959.82,4634.23,22594.05,1987_98
1987,99,11143.26,2890.76,14034.02,1987_99
1987,100,7539.82,1824.71,9364.53,1987_100
1987,101,4986.07,1192.81,6178.88,1987_101
1987,102,3227.87,792.24,4020.11,1987_102
1987,103,1904.02,445.9,2349.92,1987_103
1987,104,1141.73,243.01,1384.74,1987_104
1987,105,713.54,149.55,863.09,1987_105
1987,106,392.3,115.07,507.37,1987_106
1987,107,207.78,75.85,283.63,1987_107
1987,108,122.19,28.38,150.57,1987_108
1987,109,72.32,19.34,91.66,1987_109
1987,110,151.77,43.37,195.14,1987_110
1988,0,1821704.18,1908273.27,3729977.45,1988_0
1988,1,1768425.78,1853196.48,3621622.26,1988_1
1988,2,1766688.84,1851782.26,3618471.1,1988_2
1988,3,1741334.36,1823021.49,3564355.85,1988_3
1988,4,1752788.24,1836793.78,3589582.02,1988_4
1988,5,1766492.41,1851859.6,3618352.01,1988_5
1988,6,1753313.49,1836046.58,3589360.07,1988_6
1988,7,1743650.1,1825183.38,3568833.48,1988_7
1988,8,1641082.39,1719292.75,3360375.14,1988_8
1988,9,1687038.82,1771271.22,3458310.04,1988_9
1988,10,1663094.28,1754336.0,3417430.28,1988_10
1988,11,1599776.98,1680786.62,3280563.6,1988_11
1988,12,1575979.31,1653065.73,3229045.04,1988_12
1988,13,1583333.85,1660279.25,3243613.1,1988_13
1988,14,1593300.97,1672752.07,3266053.04,1988_14
1988,15,1674224.59,1756812.53,3431037.12,1988_15
1988,16,1796905.37,1896612.66,3693518.03,1988_16
1988,17,1879091.39,1992209.76,3871301.15,1988_17
1988,18,1832784.05,1911529.61,3744313.66,1988_18
1988,19,1900801.05,1956075.81,3856876.86,1988_19
1988,20,1884481.43,1942133.7,3826615.13,1988_20
1988,21,1892406.21,1954805.48,3847211.69,1988_21
1988,22,1929448.38,1986181.97,3915630.35,1988_22
1988,23,2013786.73,2059119.87,4072906.6,1988_23
1988,24,2109840.31,2150102.79,4259943.1,1988_24
1988,25,2136089.8,2166053.99,4302143.79,1988_25
1988,26,2172902.35,2186775.04,4359677.39,1988_26
1988,27,2194834.68,2206856.46,4401691.14,1988_27
1988,28,2081909.78,2083465.36,4165375.14,1988_28
1988,29,2280626.22,2288232.04,4568858.26,1988_29
1988,30,2240023.47,2233711.92,4473735.39,1988_30
1988,31,2151979.78,2134688.4,4286668.18,1988_31
1988,32,2108801.81,2087330.41,4196132.22,1988_32
1988,33,2067542.78,2028051.6,4095594.38,1988_33
1988,34,2077808.9,2058084.33,4135893.23,1988_34
1988,35,2008741.47,1977859.6,3986601.07,1988_35
1988,36,1926920.63,1884037.71,3810958.34,1988_36
1988,37,1889054.47,1841839.0,3730893.47,1988_37
1988,38,1763615.83,1712373.47,3475989.3,1988_38
1988,39,1921325.94,1880553.26,3801879.2,1988_39
1988,40,1939684.33,1884652.13,3824336.46,1988_40
1988,41,1699416.63,1644051.64,3343468.27,1988_41
1988,42,1445704.99,1404709.19,2850414.18,1988_42
1988,43,1456939.41,1400739.71,2857679.12,1988_43
1988,44,1533030.63,1489479.37,3022510.0,1988_44
1988,45,1457910.65,1408771.49,2866682.14,1988_45
1988,46,1310864.32,1259681.07,2570545.39,1988_46
1988,47,1262089.53,1205819.82,2467909.35,1988_47
1988,48,1166081.69,1111894.75,2277976.44,1988_48
1988,49,1245295.93,1196815.82,2442111.75,1988_49
1988,50,1189828.07,1128700.4,2318528.47,1988_50
1988,51,1118953.19,1057212.52,2176165.71,1988_51
1988,52,1109233.52,1043789.22,2153022.74,1988_52
1988,53,1098508.9,1031509.02,2130017.92,1988_53
1988,54,1097677.45,1023095.66,2120773.11,1988_54
1988,55,1088032.27,998937.29,2086969.56,1988_55
1988,56,1132473.78,1032552.82,2165026.6,1988_56
1988,57,1166437.44,1065600.13,2232037.57,1988_57
1988,58,1108771.2,1007872.02,2116643.22,1988_58
1988,59,1180850.56,1063410.97,2244261.53,1988_59
1988,60,1179729.41,1029960.53,2209689.94,1988_60
1988,61,1144417.5,995863.7,2140281.2,1988_61
1988,62,1144448.26,984850.27,2129298.53,1988_62
1988,63,1156297.53,998235.31,2154532.84,1988_63
1988,64,1166670.41,986468.48,2153138.89,1988_64
1988,65,1143557.41,954343.25,2097900.66,1988_65
1988,66,1122201.27,932890.35,2055091.62,1988_66
1988,67,1090546.69,896137.82,1986684.51,1988_67
1988,68,1012864.96,809952.48,1822817.44,1988_68
1988,69,1020921.85,794892.21,1815814.06,1988_69
1988,70,975467.23,747128.24,1722595.47,1988_70
1988,71,932435.95,698648.33,1631084.28,1988_71
1988,72,873532.42,636944.24,1510476.66,1988_72
1988,73,849468.44,607664.44,1457132.88,1988_73
1988,74,843356.31,583812.06,1427168.37,1988_74
