Year,Age,Female_population,Male_population,Total_population,ID
1973,0,1573380.82,1643375.34,3216756.16,1973_0
1973,1,1670800.0,1743282.19,3414082.19,1973_1
1973,2,1702547.95,1778564.38,3481112.33,1973_2
1973,3,1685561.64,1753567.12,3439128.76,1973_3
1973,4,1679038.36,1745536.99,3424575.35,1973_4
1973,5,1681947.95,1750953.42,3432901.37,1973_5
1973,6,1736939.73,1799934.25,3536873.98,1973_6
1973,7,1826860.27,1896865.75,3723726.02,1973_7
1973,8,1882898.63,1959380.82,3842279.45,1973_8
1973,9,1971967.12,2054972.6,4026939.72,1973_9
1973,10,2068457.53,2156958.9,4225416.43,1973_10
1973,11,2048956.16,2133953.42,4182909.58,1973_11
1973,12,2059043.84,2142550.68,4201594.52,1973_12
1973,13,2057490.41,2132000.0,4189490.41,1973_13
1973,14,2093501.37,2170493.15,4263994.52,1973_14
1973,15,2089512.33,2175509.59,4265021.92,1973_15
1973,16,2040605.48,2117112.33,4157717.81,1973_16
1973,17,1998038.36,2065536.99,4063575.35,1973_17
1973,18,1982547.95,2007558.9,3990106.85,1973_18
1973,19,1980076.71,1978578.08,3958654.79,1973_19
1973,20,1944071.23,1933071.23,3877142.46,1973_20
1973,21,1845065.75,1830082.19,3675147.94,1973_21
1973,22,1782591.78,1750123.29,3532715.07,1973_22
1973,23,1745501.37,1698024.66,3443526.03,1973_23
1973,24,1792013.7,1748515.07,3540528.77,1973_24
1973,25,1836824.66,1812320.55,3649145.21,1973_25
1973,26,1625709.59,1606715.07,3232424.66,1973_26
1973,27,1403961.64,1373479.45,2777441.09,1973_27
1973,28,1420465.75,1379975.34,2800441.09,1973_28
1973,29,1498904.11,1459400.0,2958304.11,1973_29
1973,30,1503263.01,1470263.01,2973526.02,1973_30
1973,31,1307112.33,1273112.33,2580224.66,1973_31
1973,32,1246095.89,1203600.0,2449695.89,1973_32
1973,33,1195030.14,1145531.51,2340561.65,1973_33
1973,34,1210027.4,1156027.4,2366054.8,1973_34
1973,35,1176049.32,1124052.05,2300101.37,1973_35
1973,36,1149512.33,1093013.7,2242526.03,1973_36
1973,37,1139520.55,1084010.96,2223531.51,1973_37
1973,38,1118019.18,1067024.66,2185043.84,1973_38
1973,39,1132972.6,1079482.19,2212454.79,1973_39
1973,40,1149005.48,1099997.26,2249002.74,1973_40
1973,41,1152460.27,1107961.64,2260421.91,1973_41
1973,42,1200904.11,1151421.92,2352326.03,1973_42
1973,43,1215038.36,1158542.47,2373580.83,1973_43
1973,44,1209975.34,1150978.08,2360953.42,1973_44
1973,45,1215994.52,1149002.74,2364997.26,1973_45
1973,46,1222468.49,1147980.82,2370449.31,1973_46
1973,47,1246956.16,1163964.38,2410920.54,1973_47
1973,48,1254010.96,1162509.59,2416520.55,1973_48
1973,49,1261509.59,1165008.22,2426517.81,1973_49
1973,50,1249476.71,1158463.01,2407939.72,1973_50
1973,51,1250049.32,1163038.36,2413087.68,1973_51
1973,52,1240465.75,1150471.23,2390936.98,1973_52
1973,53,1216087.67,1120087.67,2336175.34,1973_53
1973,54,1147071.23,1053553.42,2200624.65,1973_54
1973,55,1096035.62,1006531.51,2102567.13,1973_55
1973,56,1075000.0,982495.89,2057495.89,1973_56
1973,57,1070986.3,974983.56,2045969.86,1973_57
1973,58,1056528.77,955515.07,2012043.84,1973_58
1973,59,1040010.96,933515.07,1973526.03,1973_59
1973,60,995526.03,886016.44,1881542.47,1973_60
1973,61,983515.07,871515.07,1855030.14,1973_61
1973,62,986972.6,860471.23,1847443.83,1973_62
1973,63,975068.49,835564.38,1810632.87,1973_63
1973,64,943030.14,789517.81,1732547.95,1973_64
1973,65,909564.38,749046.58,1658610.96,1973_65
1973,66,873526.03,706515.07,1580041.1,1973_66
1973,67,842526.03,673016.44,1515542.47,1973_67
1973,68,800545.21,630528.77,1431073.98,1973_68
1973,69,750030.14,585520.55,1335550.69,1973_69
1973,70,679553.42,520038.36,1199591.78,1973_70
1973,71,667939.73,498969.86,1166909.59,1973_71
1973,72,668983.56,483482.19,1152465.75,1973_72
1973,73,631564.38,449043.84,1080608.22,1973_73
1973,74,569536.99,396515.07,966052.06,1973_74
1973,75,531997.26,364989.04,896986.3,1973_75
1973,76,519484.93,347989.04,867473.97,1973_76
1973,77,499512.33,326498.63,826010.96,1973_77
1973,78,466534.25,302512.33,769046.58,1973_78
1973,79,427504.11,272498.63,700002.74,1973_79
1973,80,395504.41,242050.0,637554.41,1973_80
1973,81,344294.49,203073.93,547368.42,1973_81
1973,82,315835.47,180161.99,495997.46,1973_82
1973,83,282605.08,159448.22,442053.3,1973_83
1973,84,248172.17,137934.84,386107.01,1973_84
1973,85,199680.14,108189.42,307869.56,1973_85
1973,86,172264.16,90593.28,262857.44,1973_86
1973,87,146128.11,75452.15,221580.26,1973_87
1973,88,121748.51,61274.63,183023.14,1973_88
1973,89,97015.02,46802.83,143817.85,1973_89
1973,90,76915.89,36314.18,113230.07,1973_90
1973,91,59079.19,27024.84,86104.03,1973_91
1973,92,46571.08,20674.44,67245.52,1973_92
1973,93,33328.63,13984.5,47313.13,1973_93
1973,94,23899.47,9769.48,33668.95,1973_94
1973,95,17450.03,7099.81,24549.84,1973_95
1973,96,12758.88,4921.9,17680.78,1973_96
1973,97,8921.0,3282.97,12203.97,1973_97
1973,98,5748.92,2115.35,7864.27,1973_98
1973,99,3701.77,1358.86,5060.63,1973_99
1973,100,2571.03,991.41,3562.44,1973_100
1973,101,1621.99,599.35,2221.34,1973_101
1973,102,1108.86,432.2,1541.06,1973_102
1973,103,711.7,271.91,983.61,1973_103
1973,104,429.79,169.88,599.67,1973_104
1973,105,282.99,109.1,392.09,1973_105
1973,106,186.82,76.39,263.21,1973_106
1973,107,124.23,60.36,184.59,1973_107
1973,108,85.31,45.38,130.69,1973_108
1973,109,68.12,27.22,95.34,1973_109
1973,110,165.09,85.86,250.95,1973_110
1974,0,1512953.42,1583460.27,3096413.69,1974_0
1974,1,1551873.97,1616871.23,3168745.2,1974_1
1974,2,1649306.85,1724789.04,3374095.89,1974_2
1974,3,1727052.05,1802065.75,3529117.8,1974_3
1974,4,1715561.64,1783567.12,3499128.76,1974_4
1974,5,1677038.36,1746534.25,3423572.61,1974_5
1974,6,1694945.21,1757950.68,3452895.89,1974_6
1974,7,1754942.47,1824936.99,3579879.46,1974_7
1974,8,1793356.16,1864860.27,3658216.43,1974_8
1974,9,1924904.11,2002383.56,3927287.67,1974_9
1974,10,2037958.9,2128964.38,4166923.28,1974_10
1974,11,2019964.38,2104465.75,4124430.13,1974_11
1974,12,2056950.68,2142449.32,4199400.0,1974_12
1974,13,2070545.21,2152054.79,4222600.0,1974_13
1974,14,2089989.04,2166495.89,4256484.93,1974_14
1974,15,2095504.11,2177495.89,4273000.0,1974_15
1974,16,2084515.07,2162512.33,4247027.4,1974_16
1974,17,2050605.48,2121115.07,4171720.55,1974_17
1974,18,2012032.88,2045043.84,4057076.72,1974_18
1974,19,2029057.53,2034073.97,4063131.5,1974_19
1974,20,1995569.86,1994597.26,3990167.12,1974_20
1974,21,1895071.23,1890583.56,3785654.79,1974_21
1974,22,1840065.75,1820068.49,3660134.24,1974_22
1974,23,1780594.52,1748112.33,3528706.85,1974_23
1974,24,1795495.89,1756506.85,3552002.74,1974_24
1974,25,1779517.81,1751010.96,3530528.77,1974_25
1974,26,1820827.4,1801320.55,3622147.95,1974_26
1974,27,1652717.81,1629219.18,3281936.99,1974_27
1974,28,1390953.42,1360471.23,2751424.65,1974_28
1974,29,1456980.82,1418487.67,2875468.49,1974_29
1974,30,1557386.3,1522380.82,3079767.12,1974_30
1974,31,1441756.16,1407254.79,2849010.95,1974_31
1974,32,1321610.96,1280610.96,2602221.92,1974_32
1974,33,1240093.15,1192095.89,2432189.04,1974_33
1974,34,1230528.77,1177531.51,2408060.28,1974_34
1974,35,1202523.29,1151021.92,2353545.21,1974_35
1974,36,1170545.21,1115046.58,2285591.79,1974_36
1974,37,1151512.33,1092512.33,2244024.66,1974_37
1974,38,1132019.18,1078506.85,2210526.03,1974_38
1974,39,1132526.03,1084030.14,2216556.17,1974_39
1974,40,1141975.34,1092482.19,2234457.53,1974_40
1974,41,1137498.63,1090490.41,2227989.04,1974_41
1974,42,1151961.64,1108961.64,2260923.28,1974_42
1974,43,1193402.74,1144920.55,2338323.29,1974_43
1974,44,1216041.1,1159043.84,2375084.94,1974_44
1974,45,1204975.34,1140975.34,2345950.68,1974_45
1974,46,1208994.52,1142002.74,2350997.26,1974_46
1974,47,1219969.86,1144482.19,2364452.05,1974_47
1974,48,1241454.79,1151460.27,2392915.06,1974_48
1974,49,1271016.44,1173515.07,2444531.51,1974_49
1974,50,1241000.0,1145000.0,2386000.0,1974_50
1974,51,1261983.56,1164967.12,2426950.68,1974_51
1974,52,1246049.32,1153536.99,2399586.31,1974_52
1974,53,1235967.12,1142473.97,2378441.09,1974_53
1974,54,1205087.67,1105589.04,2310676.71,1974_54
1974,55,1135071.23,1037052.05,2172123.28,1974_55
1974,56,1088536.99,992531.51,2081068.5,1974_56
1974,57,1066501.37,967495.89,2033997.26,1974_57
1974,58,1062487.67,954983.56,2017471.23,1974_58
1974,59,1056032.88,946520.55,2002553.43,1974_59
1974,60,1005501.37,894506.85,1900008.22,1974_60
1974,61,1001534.25,886526.03,1888060.28,1974_61
1974,62,983016.44,856016.44,1839032.88,1974_62
1974,63,988969.86,848471.23,1837441.09,1974_63
1974,64,978567.12,819564.38,1798131.5,1974_64
1974,65,943528.77,772517.81,1716046.58,1974_65
1974,66,906564.38,728545.21,1635109.59,1974_66
1974,67,860523.29,684013.7,1544536.99,1974_67
1974,68,827027.4,647517.81,1474545.21,1974_68
1974,69,777043.84,603528.77,1380572.61,1974_69
1974,70,707021.92,539013.7,1246035.62,1974_70
1974,71,668060.27,504545.21,1172605.48,1974_71
1974,72,641441.1,465468.49,1106909.59,1974_72
1974,73,650487.67,459986.3,1110473.97,1974_73
1974,74,607065.75,418043.84,1025109.59,1974_74
1974,75,545038.36,367016.44,912054.8,1974_75
1974,76,514501.37,340490.41,854991.78,1974_76
1974,77,498484.93,321989.04,820473.97,1974_77
1974,78,484515.07,308002.74,792517.81,1974_78
1974,79,440030.14,276010.96,716041.1,1974_79
1974,80,398625.67,239121.04,637746.71,1974_80
1974,81,367878.36,216454.81,584333.17,1974_81
1974,82,318096.58,179863.49,497960.07,1974_82
1974,83,288695.43,157737.54,446432.97,1974_83
1974,84,255886.29,138160.19,394046.48,1974_84
1974,85,222107.85,118019.03,340126.88,1974_85
1974,86,176636.37,91328.65,267965.02,1974_86
1974,87,150468.3,75554.22,226022.52,1974_87
1974,88,125857.53,62152.51,188010.04,1974_88
1974,89,103161.96,49686.05,152848.01,1974_89
1974,90,80781.81,37263.03,118044.84,1974_90
1974,91,63217.93,28389.9,91607.83,1974_91
1974,92,47797.92,20873.34,68671.26,1974_92
1974,93,36805.92,15522.49,52328.41,1974_93
1974,94,25791.68,10227.56,36019.24,1974_94
1974,95,18032.99,7070.13,25103.12,1974_95
1974,96,12946.49,5032.84,17979.33,1974_96
1974,97,9273.19,3387.28,12660.47,1974_97
1974,98,6334.63,2230.52,8565.15,1974_98
1974,99,4088.13,1398.43,5486.56,1974_99
1974,100,2585.68,902.22,3487.9,1974_100
1974,101,1759.52,651.29,2410.81,1974_101
1974,102,1093.16,423.87,1517.03,1974_102
1974,103,755.75,299.14,1054.89,1974_103
1974,104,483.84,181.45,665.29,1974_104
1974,105,294.48,120.25,414.73,1974_105
1974,106,194.03,70.3,264.33,1974_106
1974,107,124.18,57.62,181.8,1974_107
1974,108,87.64,48.9,136.54,1974_108
1974,109,61.16,34.66,95.82,1974_109
1974,110,171.21,89.61,260.82,1974_110
1975,0,1517558.9,1591060.27,3108619.17,1975_0
1975,1,1486947.95,1553454.79,3040402.74,1975_1
1975,2,1535882.19,1603378.08,3139260.27,1975_2
1975,3,1675306.85,1748789.04,3424095.89,1975_3
1975,4,1757553.42,1833569.86,3591123.28,1975_4
1975,5,1714063.01,1784068.49,3498131.5,1975_5
1975,6,1688536.99,1753035.62,3441572.61,1975_6
1975,7,1715950.68,1785956.16,3501906.84,1975_7
1975,8,1719441.1,1789934.25,3509375.35,1975_8
1975,9,1838860.27,1910364.38,3749224.65,1975_9
1975,10,1984895.89,2070876.71,4055772.6,1975_10
1975,11,1995468.49,2082473.97,4077942.46,1975_11
1975,12,2024961.64,2109961.64,4134923.28,1975_12
1975,13,2069452.05,2154452.05,4223904.1,1975_13
1975,14,2102043.84,2184052.05,4286095.89,1975_14
1975,15,2094493.15,2176501.37,4270994.52,1975_15
1975,16,2093008.22,2167000.0,4260008.22,1975_16
1975,17,2094515.07,2168013.7,4262528.77,1975_17
1975,18,2060098.63,2101109.59,4161208.22,1975_18
1975,19,2066043.84,2080553.42,4146597.26,1975_19
1975,20,2040052.05,2052060.27,4092112.32,1975_20
1975,21,1948073.97,1951082.19,3899156.16,1975_21
1975,22,1890572.6,1873578.08,3764150.68,1975_22
1975,23,1840068.49,1816575.34,3656643.83,1975_23
1975,24,1827090.41,1799109.59,3626200.0,1975_24
1975,25,1786501.37,1758008.22,3544509.59,1975_25
1975,26,1765520.55,1739509.59,3505030.14,1975_26
1975,27,1850326.03,1824317.81,3674643.84,1975_27
1975,28,1630200.0,1605698.63,3235898.63,1975_28
1975,29,1438468.49,1407983.56,2846452.05,1975_29
1975,30,1504468.49,1469975.34,2974443.83,1975_30
1975,31,1497397.26,1460391.78,2957789.04,1975_31
1975,32,1456758.9,1414254.79,2871013.69,1975_32
1975,33,1314610.96,1267109.59,2581720.55,1975_33
1975,34,1277098.63,1226101.37,2503200.0,1975_34
1975,35,1220526.03,1170531.51,2391057.54,1975_35
1975,36,1194520.55,1139019.18,2333539.73,1975_36
1975,37,1173547.95,1114547.95,2288095.9,1975_37
1975,38,1142509.59,1085010.96,2227520.55,1975_38
1975,39,1151526.03,1100013.7,2251539.73,1975_39
1975,40,1144030.14,1098534.25,2242564.39,1975_40
1975,41,1125969.86,1078978.08,2204947.94,1975_41
1975,42,1138000.0,1091991.78,2229991.78,1975_42
1975,43,1143460.27,1100958.9,2244419.17,1975_43
1975,44,1196906.85,1146923.29,2343830.14,1975_44
1975,45,1211041.1,1147542.47,2358583.57,1975_45
1975,46,1197975.34,1134476.71,2332452.05,1975_46
1975,47,1207997.26,1139504.11,2347501.37,1975_47
1975,48,1213468.49,1128978.08,2342446.57,1975_48
1975,49,1262961.64,1166465.75,2429427.39,1975_49
1975,50,1244509.59,1148008.22,2392517.81,1975_50
1975,51,1258506.85,1155506.85,2414013.7,1975_51
1975,52,1257482.19,1155468.49,2412950.68,1975_52
1975,53,1243052.05,1148041.1,2391093.15,1975_53
1975,54,1224967.12,1128975.34,2353942.46,1975_54
1975,55,1193087.67,1088589.04,2281676.71,1975_55
1975,56,1129073.97,1024054.79,2153128.76,1975_56
1975,57,1081038.36,978534.25,2059572.61,1975_57
1975,58,1059002.74,947997.26,2007000.0,1975_58
1975,59,1064991.78,948986.3,2013978.08,1975_59
1975,60,1014021.92,901512.33,1915534.25,1975_60
1975,61,1018010.96,902517.81,1920528.77,1975_61
1975,62,1003038.36,872027.4,1875065.76,1975_62
1975,63,984016.44,844016.44,1828032.88,1975_63
1975,64,991468.49,831468.49,1822936.98,1975_64
1975,65,978567.12,802063.01,1780630.13,1975_65
1975,66,940027.4,751016.44,1691043.84,1975_66
1975,67,892063.01,705545.21,1597608.22,1975_67
1975,68,846024.66,659515.07,1505539.73,1975_68
1975,69,803027.4,620517.81,1423545.21,1975_69
1975,70,728035.62,552021.92,1280057.54,1975_70
1975,71,701030.14,529021.92,1230052.06,1975_71
1975,72,641558.9,470043.84,1111602.74,1975_72
1975,73,625443.84,444471.23,1069915.07,1975_73
1975,74,626989.04,429487.67,1056476.71,1975_74
1975,75,583567.12,389043.84,972610.96,1975_75
1975,76,530542.47,344019.18,874561.65,1975_76
1975,77,494504.11,314991.78,809495.89,1975_77
1975,78,485989.04,306493.15,792482.19,1975_78
1975,79,456013.7,280501.37,736515.07,1975_79
1975,80,408167.96,241528.45,649696.41,1975_80
1975,81,371859.84,214515.71,586375.55,1975_81
1975,82,341048.07,192645.36,533693.43,1975_82
1975,83,291831.04,158469.69,450300.73,1975_83
1975,84,261986.25,137171.83,399158.08,1975_84
1975,85,229794.5,118712.13,348506.63,1975_85
1975,86,197299.36,100169.44,297468.8,1975_86
1975,87,155061.22,76580.53,231641.75,1975_87
1975,88,130252.05,62346.22,192598.27,1975_88
1975,89,107429.27,50657.0,158086.27,1975_89
1975,90,86689.75,39889.05,126578.8,1975_90
1975,91,66856.76,29370.74,96227.5,1975_91
1975,92,51607.24,21954.15,73561.39,1975_92
1975,93,38128.27,15825.25,53953.52,1975_93
1975,94,28779.02,11568.81,40347.83,1975_94
1975,95,19668.38,7499.39,27167.77,1975_95
1975,96,13440.92,5026.05,18466.97,1975_96
1975,97,9508.78,3512.59,13021.37,1975_97
1975,98,6650.15,2333.7,8983.85,1975_98
1975,99,4489.62,1527.1,6016.72,1975_99
1975,100,2820.83,917.53,3738.36,1975_100
1975,101,1807.32,618.58,2425.9,1975_101
1975,102,1198.73,432.36,1631.09,1975_102
1975,103,730.19,301.68,1031.87,1975_103
1975,104,507.96,214.36,722.32,1975_104
1975,105,322.68,124.06,446.74,1975_105
1975,106,207.7,88.8,296.5,1975_106
1975,107,141.42,53.59,195.01,1975_107
1975,108,83.48,47.31,130.79,1975_108
1975,109,61.87,39.78,101.65,1975_109
1975,110,177.25,91.83,269.08,1975_110
1976,0,1530978.08,1602972.6,3133950.68,1976_0
1976,1,1486550.68,1556052.05,3042602.73,1976_1
1976,2,1475452.05,1543457.53,3018909.58,1976_2
1976,3,1561380.82,1626876.71,3188257.53,1976_3
1976,4,1704802.74,1780284.93,3485087.67,1976_4
1976,5,1756553.42,1834068.49,3590621.91,1976_5
1976,6,1724060.27,1790065.75,3514126.02,1976_6
1976,7,1713041.1,1784539.73,3497580.83,1976_7
1976,8,1677945.21,1747950.68,3425895.89,1976_8
1976,9,1767945.21,1837936.99,3605882.2,1976_9
1976,10,1891849.32,1972353.42,3864202.74,1976_10
1976,11,1948402.74,2029882.19,3978284.93,1976_11
1976,12,1996961.64,2083967.12,4080928.76,1976_12
1976,13,2037460.27,2122961.64,4160421.91,1976_13
1976,14,2098947.95,2182945.21,4281893.16,1976_14
1976,15,2108043.84,2196553.42,4304597.26,1976_15
1976,16,2093994.52,2167501.37,4261495.89,1976_16
1976,17,2101504.11,2171997.26,4273501.37,1976_17
1976,18,2098506.85,2145512.33,4244019.18,1976_18
1976,19,2122109.59,2146126.03,4268235.62,1976_19
1976,20,2072536.99,2091046.58,4163583.57,1976_20
1976,21,1995054.79,2006569.86,4001624.65,1976_21
1976,22,1944575.34,1931580.82,3876156.16,1976_22
1976,23,1893076.71,1872578.08,3765654.79,1976_23
1976,24,1884065.75,1865572.6,3749638.35,1976_24
1976,25,1822095.89,1801109.59,3623205.48,1976_25
1976,26,1774002.74,1746008.22,3520010.96,1976_26
1976,27,1794520.55,1761509.59,3556030.14,1976_27
1976,28,1818317.81,1789808.22,3608126.03,1976_28
1976,29,1699745.21,1673742.47,3373487.68,1976_29
1976,30,1476454.79,1450471.23,2926926.02,1976_30
1976,31,1450975.34,1413980.82,2864956.16,1976_31
1976,32,1513397.26,1467391.78,2980789.04,1976_32
1976,33,1448756.16,1398249.32,2847005.48,1976_33
1976,34,1354613.7,1304613.7,2659227.4,1976_34
1976,35,1264093.15,1218600.0,2482693.15,1976_35
1976,36,1210523.29,1156528.77,2367052.06,1976_36
1976,37,1199021.92,1140021.92,2339043.84,1976_37
1976,38,1162043.84,1105545.21,2267589.05,1976_38
1976,39,1167016.44,1111016.44,2278032.88,1976_39
1976,40,1165027.4,1117517.81,2282545.21,1976_40
1976,41,1124024.66,1081027.4,2205052.06,1976_41
1976,42,1127471.23,1080476.71,2207947.94,1976_42
1976,43,1128498.63,1082991.78,2211490.41,1976_43
1976,44,1149463.01,1104961.64,2254424.65,1976_44
1976,45,1191906.85,1134421.92,2326328.77,1976_45
1976,46,1204041.1,1141542.47,2345583.57,1976_46
1976,47,1198476.71,1132978.08,2331454.79,1976_47
1976,48,1199994.52,1121501.37,2321495.89,1976_48
1976,49,1239473.97,1147482.19,2386956.16,1976_49
1976,50,1230452.05,1136460.27,2366912.32,1976_50
1976,51,1266515.07,1163013.7,2429528.77,1976_51
1976,52,1253506.85,1145504.11,2399010.96,1976_52
1976,53,1255983.56,1151468.49,2407452.05,1976_53
1976,54,1232052.05,1134539.73,2366591.78,1976_54
1976,55,1212967.12,1111473.97,2324441.09,1976_55
1976,56,1188087.67,1077090.41,2265178.08,1976_56
1976,57,1122073.97,1011054.79,2133128.76,1976_57
1976,58,1074539.73,959032.88,2033572.61,1976_58
1976,59,1064506.85,944501.37,2009008.22,1976_59
1976,60,1015983.56,898980.82,1914964.38,1976_60
1976,61,1033531.51,917021.92,1950553.43,1976_61
1976,62,1021512.33,889019.18,1910531.51,1976_62
1976,63,1003536.99,860528.77,1864065.76,1976_63
1976,64,985013.7,825515.07,1810528.77,1976_64
1976,65,990465.75,812967.12,1803432.87,1976_65
1976,66,974567.12,780063.01,1754630.13,1976_66
1976,67,923523.29,728016.44,1651539.73,1976_67
1976,68,878564.38,681545.21,1560109.59,1976_68
1976,69,822526.03,633016.44,1455542.47,1976_69
1976,70,748019.18,563509.59,1311528.77,1976_70
1976,71,728043.84,548030.14,1276073.98,1976_71
1976,72,673528.77,493019.18,1166547.95,1976_72
1976,73,628564.38,451547.95,1080112.33,1976_73
1976,74,603446.58,414471.23,1017917.81,1976_74
1976,75,604490.41,400487.67,1004978.08,1976_75
1976,76,572572.6,368547.95,941120.55,1976_76
1976,77,511542.47,319019.18,830561.65,1976_77
1976,78,483504.11,301493.15,784997.26,1976_78
1976,79,455986.3,277991.78,733978.08,1976_79
1976,80,423222.89,246376.32,669599.21,1976_80
1976,81,382297.23,217533.03,599830.26,1976_81
1976,82,345733.03,191535.75,537268.78,1976_82
1976,83,314382.93,170079.56,484462.49,1976_83
1976,84,266413.8,138460.52,404874.32,1976_84
1976,85,237001.29,118685.2,355686.49,1976_85
1976,86,206012.37,101749.73,307762.1,1976_86
1976,87,174840.63,84617.56,259458.19,1976_87
1976,88,135672.17,63835.94,199508.11,1976_88
1976,89,112462.1,51285.82,163747.92,1976_89
1976,90,91383.59,41014.16,132397.75,1976_90
1976,91,72641.87,31795.43,104437.3,1976_91
1976,92,55242.49,23067.9,78310.39,1976_92
1976,93,41652.96,16932.71,58585.67,1976_93
1976,94,30316.35,11904.5,42220.85,1976_94
1976,95,22500.31,8557.03,31057.34,1976_95
1976,96,15119.86,5412.72,20532.58,1976_96
1976,97,10041.92,3581.21,13623.13,1976_97
1976,98,6937.44,2411.54,9348.98,1976_98
1976,99,4786.67,1586.85,6373.52,1976_99
1976,100,3194.58,1049.94,4244.52,1976_100
1976,101,1954.74,641.38,2596.12,1976_101
1976,102,1257.38,414.9,1672.28,1976_102
1976,103,828.85,285.49,1114.34,1976_103
1976,104,492.85,205.66,698.51,1976_104
1976,105,349.11,146.88,495.99,1976_105
1976,106,218.96,84.2,303.16,1976_106
1976,107,146.68,64.03,210.71,1976_107
1976,108,103.24,38.97,142.21,1976_108
1976,109,57.3,36.65,93.95,1976_109
1976,110,171.67,106.73,278.4,1976_110
1977,0,1561104.11,1636619.18,3197723.29,1977_0
1977,1,1493969.86,1561964.38,3055934.24,1977_1
1977,2,1477052.05,1547553.42,3024605.47,1977_2
1977,3,1500452.05,1566958.9,3067410.95,1977_3
1977,4,1588378.08,1656375.34,3244753.42,1977_4
1977,5,1703802.74,1780284.93,3484087.67,1977_5
1977,6,1764049.32,1838567.12,3602616.44,1977_6
1977,7,1751564.38,1825071.23,3576635.61,1977_7
1977,8,1670534.25,1741531.51,3412065.76,1977_8
1977,9,1728947.95,1797452.05,3526400.0,1977_9
1977,10,1813435.62,1892928.77,3706364.39,1977_10
1977,11,1860857.53,1936863.01,3797720.54,1977_11
1977,12,1945397.26,2027378.08,3972775.34,1977_12
1977,13,2008961.64,2097468.49,4106430.13,1977_13
1977,14,2063956.16,2146956.16,4210912.32,1977_14
1977,15,2105449.32,2196446.58,4301895.9,1977_15
1977,16,2109046.58,2187553.42,4296600.0,1977_16
1977,17,2099991.78,2169997.26,4269989.04,1977_17
1977,18,2099495.89,2144986.3,4244482.19,1977_18
1977,19,2167515.07,2197515.07,4365030.14,1977_19
1977,20,2123602.74,2149112.33,4272715.07,1977_20
1977,21,2029038.36,2047041.1,4076079.46,1977_21
1977,22,1992054.79,1984564.38,3976619.17,1977_22
1977,23,1949076.71,1929076.71,3878153.42,1977_23
1977,24,1933569.86,1917569.86,3851139.72,1977_24
1977,25,1882068.49,1868575.34,3750643.83,1977_25
1977,26,1809594.52,1789109.59,3598704.11,1977_26
1977,27,1802000.0,1767005.48,3569005.48,1977_27
1977,28,1755008.22,1719498.63,3474506.85,1977_28
1977,29,1907827.4,1877317.81,3785145.21,1977_29
1977,30,1731241.1,1712745.21,3443986.31,1977_30
1977,31,1427961.64,1398476.71,2826438.35,1977_31
1977,32,1466473.97,1420479.45,2886953.42,1977_32
1977,33,1504397.26,1449391.78,2953789.04,1977_33
1977,34,1492764.38,1441260.27,2934024.65,1977_34
1977,35,1337608.22,1295109.59,2632717.81,1977_35
1977,36,1251087.67,1201594.52,2452682.19,1977_36
1977,37,1215523.29,1158027.4,2373550.69,1977_37
1977,38,1184016.44,1128016.44,2312032.88,1977_38
1977,39,1191049.32,1135550.68,2326600.0,1977_39
1977,40,1181517.81,1131019.18,2312536.99,1977_40
1977,41,1140520.55,1095010.96,2235531.51,1977_41
1977,42,1125523.29,1082528.77,2208052.06,1977_42
1977,43,1116969.86,1070975.34,2187945.2,1977_43
1977,44,1136501.37,1088493.15,2224994.52,1977_44
1977,45,1143961.64,1091961.64,2235923.28,1977_45
1977,46,1184906.85,1128923.29,2313830.14,1977_46
1977,47,1205041.1,1141043.84,2346084.94,1977_47
1977,48,1188473.97,1112975.34,2301449.31,1977_48
1977,49,1230000.0,1143506.85,2373506.85,1977_49
1977,50,1200967.12,1113476.71,2314443.83,1977_50
1977,51,1256457.53,1154964.38,2411421.91,1977_51
1977,52,1261515.07,1152013.7,2413528.77,1977_52
1977,53,1252506.85,1143008.22,2395515.07,1977_53
1977,54,1244983.56,1137969.86,2382953.42,1977_54
1977,55,1219550.68,1116539.73,2336090.41,1977_55
1977,56,1208468.49,1100473.97,2308942.46,1977_56
1977,57,1181087.67,1064090.41,2245178.08,1977_57
1977,58,1116575.34,990553.42,2107128.76,1977_58
1977,59,1083043.84,958035.62,2041079.46,1977_59
1977,60,1008495.89,888991.78,1897487.67,1977_60
1977,61,1041490.41,920989.04,1962479.45,1977_61
1977,62,1038534.25,904021.92,1942556.17,1977_62
1977,63,1021010.96,877517.81,1898528.77,1977_63
1977,64,1003035.62,841027.4,1844063.02,1977_64
1977,65,982512.33,806515.07,1789027.4,1977_65
1977,66,985964.38,790967.12,1776931.5,1977_66
1977,67,955564.38,757063.01,1712627.39,1977_67
1977,68,911526.03,704517.81,1616043.84,1977_68
1977,69,854561.64,655545.21,1510106.85,1977_69
1977,70,761016.44,570008.22,1331024.66,1977_70
1977,71,754027.4,565517.81,1319545.21,1977_71
1977,72,700043.84,510528.77,1210572.61,1977_72
1977,73,664534.25,477021.92,1141556.17,1977_73
1977,74,608567.12,421547.95,1030115.07,1977_74
1977,75,581947.95,385972.6,967920.55,1977_75
1977,76,596994.52,381989.04,978983.56,1977_76
1977,77,554575.34,344049.32,898624.66,1977_77
1977,78,502547.95,307021.92,809569.87,1977_78
1977,79,452002.74,272493.15,724495.89,1977_79
