Year,Age,Female_Deaths,Male_Deaths,Total_Deaths,ID
1973,0,23600.09,31996.44,55596.53,1973_0
1973,1,1763.38,2181.71,3945.09,1973_1
1973,2,1260.27,1607.52,2867.79,1973_2
1973,3,868.18,1302.43,2170.61,1973_3
1973,4,774.17,1088.36,1862.53,1973_4
1973,5,673.15,1005.33,1678.48,1973_5
1973,6,670.14,855.28,1525.42,1973_6
1973,7,603.13,924.3,1527.43,1973_7
1973,8,555.12,813.26,1368.38,1973_8
1973,9,551.12,865.29,1416.41,1973_9
1973,10,494.1,872.29,1366.39,1973_10
1973,11,542.12,839.28,1381.4,1973_11
1973,12,564.12,1002.32,1566.44,1973_12
1973,13,630.14,1213.4,1843.54,1973_13
1973,14,758.17,1554.51,2312.68,1973_14
1973,15,925.2,2024.66,2949.86,1973_15
1973,16,1148.25,2878.94,4027.19,1973_16
1973,17,1265.27,3409.11,4674.38,1973_17
1973,18,1430.31,4230.38,5660.69,1973_18
1973,19,1417.3,4185.37,5602.67,1973_19
1973,20,1416.31,4245.39,5661.7,1973_20
1973,21,1359.3,4211.38,5570.68,1973_21
1973,22,1318.28,4023.31,5341.59,1973_22
1973,23,1212.26,3858.26,5070.52,1973_23
1973,24,1288.28,3624.18,4912.46,1973_24
1973,25,1267.27,3684.21,4951.48,1973_25
1973,26,1333.29,3513.15,4846.44,1973_26
1973,27,1243.27,2811.92,4055.19,1973_27
1973,28,1238.27,2931.96,4170.23,1973_28
1973,29,1252.27,2935.96,4188.23,1973_29
1973,30,1474.32,3138.02,4612.34,1973_30
1973,31,1406.3,2709.88,4116.18,1973_31
1973,32,1361.3,2830.92,4192.22,1973_32
1973,33,1493.32,2761.9,4255.22,1973_33
1973,34,1534.33,2807.92,4342.25,1973_34
1973,35,1644.35,3009.98,4654.33,1973_35
1973,36,1805.39,3031.99,4837.38,1973_36
1973,37,1934.41,3279.07,5213.48,1973_37
1973,38,2084.45,3556.16,5640.61,1973_38
1973,39,2275.49,3760.23,6035.72,1973_39
1973,40,2511.55,4215.38,6726.93,1973_40
1973,41,2672.58,4435.44,7108.02,1973_41
1973,42,3010.65,5124.68,8135.33,1973_42
1973,43,3499.76,5699.86,9199.62,1973_43
1973,44,3693.8,6060.98,9754.78,1973_44
1973,45,3961.85,7014.29,10976.14,1973_45
1973,46,4600.0,7676.51,12276.51,1973_46
1973,47,5036.09,8373.73,13409.82,1973_47
1973,48,5605.21,9314.04,14919.25,1973_48
1973,49,5764.24,10022.27,15786.51,1973_49
1973,50,6336.37,10922.56,17258.93,1973_50
1973,51,6696.45,11735.83,18432.28,1973_51
1973,52,7137.54,12793.17,19930.71,1973_52
1973,53,7698.66,13333.35,21032.01,1973_53
1973,54,7921.71,14119.61,22041.32,1973_54
1973,55,8212.77,14961.89,23174.66,1973_55
1973,56,8789.89,15965.21,24755.1,1973_56
1973,57,9544.06,17287.64,26831.7,1973_57
1973,58,9929.15,18358.0,28287.15,1973_58
1973,59,10785.33,19808.47,30593.8,1973_59
1973,60,11271.43,21032.87,32304.3,1973_60
1973,61,11554.5,21355.97,32910.47,1973_61
1973,62,12883.78,23417.65,36301.43,1973_62
1973,63,13162.84,24144.88,37307.72,1973_63
1973,64,13690.95,24509.0,38199.95,1973_64
1973,65,15037.25,26159.54,41196.79,1973_65
1973,66,15139.26,25858.44,40997.7,1973_66
1973,67,16181.49,26662.7,42844.19,1973_67
1973,68,16733.61,26965.81,43699.42,1973_68
1973,69,17349.75,27467.97,44817.72,1973_69
1973,70,18445.98,27725.05,46171.03,1973_70
1973,71,17972.88,26409.62,44382.5,1973_71
1973,72,21917.72,29375.59,51293.31,1973_72
1973,73,22401.84,28569.33,50971.17,1973_73
1973,74,21461.63,26953.8,48415.43,1973_74
1973,75,23204.0,27874.1,51078.1,1973_75
1973,76,23746.13,27375.93,51122.06,1973_76
1973,77,25554.51,28077.17,53631.68,1973_77
1973,78,26672.75,27366.93,54039.68,1973_78
1973,79,26698.76,26752.74,53451.5,1973_79
1973,80,28158.07,26308.59,54466.66,1973_80
1973,81,26528.73,24235.91,50764.64,1973_81
1973,82,26519.73,22660.39,49180.12,1973_82
1973,83,27272.88,21881.15,49154.03,1973_83
1973,84,26626.74,20859.81,47486.55,1973_84
1973,85,24616.31,18431.01,43047.32,1973_85
1973,86,22284.81,15705.13,37989.94,1973_86
1973,87,21020.53,14285.66,35306.19,1973_87
1973,88,19588.22,12334.02,31922.24,1973_88
1973,89,17329.74,10596.46,27926.2,1973_89
1973,90,15181.28,8667.83,23849.11,1973_90
1973,91,12102.61,6961.27,19063.88,1973_91
1973,92,10621.29,5585.83,16207.12,1973_92
1973,93,8655.87,4570.5,13226.37,1973_93
1973,94,6572.42,2957.97,9530.39,1973_94
1973,95,5108.1,2386.78,7494.88,1973_95
1973,96,3894.84,1777.58,5672.42,1973_96
1973,97,3051.66,1262.41,4314.07,1973_97
1973,98,2078.44,833.27,2911.71,1973_98
1973,99,1286.27,587.19,1873.46,1973_99
1973,100,946.21,371.12,1317.33,1973_100
1973,101,655.14,235.07,890.21,1973_101
1973,102,398.08,144.04,542.12,1973_102
1973,103,297.06,115.04,412.1,1973_103
1973,104,158.04,63.02,221.06,1973_104
1973,105,104.02,46.02,150.04,1973_105
1973,106,80.02,24.0,104.02,1973_106
1973,107,47.02,16.0,63.02,1973_107
1973,108,28.0,10.0,38.0,1973_108
1973,109,20.0,7.0,27.0,1973_109
1973,0,51.0,21.0,72.0,1973_0
1974,0,22475.64,30314.51,52790.15,1974_0
1974,1,1575.32,1893.59,3468.91,1974_1
1974,2,1027.21,1404.44,2431.65,1974_2
1974,3,924.19,1264.4,2188.59,1974_3
1974,4,718.15,1026.32,1744.47,1974_4
1974,5,621.13,884.27,1505.4,1974_5
1974,6,532.11,823.25,1355.36,1974_6
1974,7,524.1,782.24,1306.34,1974_7
1974,8,473.1,750.24,1223.34,1974_8
1974,9,463.1,775.24,1238.34,1974_9
1974,10,464.1,743.24,1207.34,1974_10
1974,11,498.1,772.24,1270.34,1974_11
1974,12,556.12,935.3,1491.42,1974_12
1974,13,630.13,1200.38,1830.51,1974_13
1974,14,711.15,1500.47,2211.62,1974_14
1974,15,852.18,1844.58,2696.76,1974_15
1974,16,1056.22,2685.84,3742.06,1974_16
1974,17,1153.23,3418.08,4571.31,1974_17
1974,18,1318.27,3999.25,5317.52,1974_18
1974,19,1374.28,4286.34,5660.62,1974_19
1974,20,1267.26,3989.26,5256.52,1974_20
1974,21,1314.27,4160.31,5474.58,1974_21
1974,22,1260.26,3942.24,5202.5,1974_22
1974,23,1228.25,3827.2,5055.45,1974_23
1974,24,1252.25,3587.12,4839.37,1974_24
1974,25,1278.27,3561.12,4839.39,1974_25
1974,26,1307.27,3357.05,4664.32,1974_26
1974,27,1408.29,3440.08,4848.37,1974_27
1974,28,1168.25,2726.86,3895.11,1974_28
1974,29,1231.26,2682.84,3914.1,1974_29
1974,30,1285.27,2822.88,4108.15,1974_30
1974,31,1464.3,2885.91,4350.21,1974_31
1974,32,1312.27,2902.91,4215.18,1974_32
1974,33,1467.3,2790.87,4258.17,1974_33
1974,34,1565.32,2821.88,4387.2,1974_34
1974,35,1569.32,2792.87,4362.19,1974_35
1974,36,1677.34,2923.92,4601.26,1974_36
1974,37,1810.38,3050.96,4861.34,1974_37
1974,38,1928.4,3372.06,5300.46,1974_38
1974,39,2086.43,3666.15,5752.58,1974_39
1974,40,2287.48,3889.22,6176.7,1974_40
1974,41,2528.52,4121.29,6649.81,1974_41
1974,42,2954.61,4725.48,7680.09,1974_42
1974,43,3166.65,5195.63,8362.28,1974_43
1974,44,3636.75,6032.89,9669.64,1974_44
1974,45,3766.78,6619.07,10385.85,1974_45
1974,46,4303.89,7238.27,11542.16,1974_46
1974,47,4536.94,8056.52,12593.46,1974_47
1974,48,5124.05,8915.79,14039.84,1974_48
1974,49,5685.18,9857.09,15542.27,1974_49
1974,50,6100.26,10643.34,16743.6,1974_50
1974,51,6459.34,11319.54,17778.88,1974_51
1974,52,7143.47,12403.89,19547.36,1974_52
1974,53,7485.55,13173.13,20658.68,1974_53
1974,54,7746.6,14198.45,21945.05,1974_54
1974,55,8025.65,14502.54,22528.19,1974_55
1974,56,8799.82,15358.82,24158.64,1974_56
1974,57,8832.82,16378.13,25210.95,1974_57
1974,58,9545.97,17865.6,27411.57,1974_58
1974,59,10333.13,19011.96,29345.09,1974_59
1974,60,11221.32,20384.39,31605.71,1974_60
1974,61,11669.41,21144.63,32814.04,1974_61
1974,62,12302.54,22321.0,34623.54,1974_62
1974,63,13123.71,23369.32,36493.03,1974_63
1974,64,13839.86,24249.61,38089.47,1974_64
1974,65,14588.01,25503.0,40091.01,1974_65
1974,66,15119.12,25899.12,41018.24,1974_66
1974,67,15920.28,26487.31,42407.59,1974_67
1974,68,16583.42,26827.42,43410.84,1974_68
1974,69,17339.58,27165.51,44505.09,1974_69
1974,70,18227.76,27266.55,45494.31,1974_70
1974,71,18430.8,26882.43,45313.23,1974_71
1974,72,19508.02,27155.51,46663.53,1974_72
1974,73,22085.56,28489.93,50575.49,1974_73
1974,74,22923.73,28179.84,51103.57,1974_74
1974,75,22359.61,26424.28,48783.89,1974_75
1974,76,23410.83,26478.3,49889.13,1974_76
1974,77,23538.86,26494.3,50033.16,1974_77
1974,78,26042.38,26680.36,52722.74,1974_78
1974,79,26185.4,25941.13,52126.53,1974_79
1974,80,27000.57,25326.95,52327.52,1974_80
1974,81,26747.51,24149.57,50897.08,1974_81
1974,82,26589.48,22698.11,49287.59,1974_82
1974,83,26340.43,20774.51,47114.94,1974_83
1974,84,26914.55,20271.36,47185.91,1974_84
1974,85,25413.24,18758.88,44172.12,1974_85
1974,86,23420.84,16404.14,39824.98,1974_86
1974,87,20564.25,13628.28,34192.53,1974_87
1974,88,19544.03,12463.9,32007.93,1974_88
1974,89,17507.61,10614.33,28121.94,1974_89
1974,90,15156.13,8776.75,23932.88,1974_90
1974,91,12581.6,7072.22,19653.82,1974_91
1974,92,10693.21,5714.79,16408.0,1974_92
1974,93,8816.81,4417.39,13234.2,1974_93
1974,94,7061.46,3357.05,10418.51,1974_94
1974,95,5268.09,2228.7,7496.79,1974_95
1974,96,3852.8,1801.57,5654.37,1974_96
1974,97,2990.61,1245.39,4236.0,1974_97
1974,98,2237.46,839.26,3076.72,1974_98
1974,99,1462.31,579.18,2041.49,1974_99
1974,100,1007.21,346.11,1353.32,1974_100
1974,101,622.13,251.08,873.21,1974_101
1974,102,448.1,160.05,608.15,1974_102
1974,103,278.06,101.03,379.09,1974_103
1974,104,219.04,62.02,281.06,1974_104
1974,105,101.02,47.02,148.04,1974_105
1974,106,65.02,21.0,86.02,1974_106
1974,107,46.0,13.0,59.0,1974_107
1974,108,33.0,7.0,40.0,1974_108
1974,109,16.0,10.0,26.0,1974_109
1974,0,49.0,27.0,76.0,1974_0
1975,0,21717.43,28819.38,50536.81,1975_0
1975,1,1474.3,1798.46,3272.76,1975_1
1975,2,989.21,1264.33,2253.54,1975_2
1975,3,776.16,1046.27,1822.43,1975_3
1975,4,735.15,978.25,1713.4,1975_4
1975,5,598.12,899.23,1497.35,1975_5
1975,6,538.11,774.2,1312.31,1975_6
1975,7,479.1,743.19,1222.29,1975_7
1975,8,428.08,630.16,1058.24,1975_8
1975,9,425.08,671.18,1096.26,1975_9
1975,10,427.08,709.18,1136.26,1975_10
1975,11,465.09,772.2,1237.29,1975_11
1975,12,465.1,833.22,1298.32,1975_12
1975,13,525.1,1000.26,1525.36,1975_13
1975,14,678.14,1420.36,2098.5,1975_14
1975,15,876.18,1874.48,2750.66,1975_15
1975,16,994.2,2436.62,3430.82,1975_16
1975,17,1179.24,3229.83,4409.07,1975_17
1975,18,1268.26,3976.02,5244.28,1975_18
1975,19,1313.27,4124.05,5437.32,1975_19
1975,20,1315.26,4086.05,5401.31,1975_20
1975,21,1270.26,4196.07,5466.33,1975_21
1975,22,1316.27,3918.0,5234.27,1975_22
1975,23,1262.26,3963.01,5225.27,1975_23
1975,24,1244.26,3712.95,4957.21,1975_24
1975,25,1185.24,3685.94,4871.18,1975_25
1975,26,1244.26,3523.9,4768.16,1975_26
1975,27,1332.27,3477.89,4810.16,1975_27
1975,28,1376.28,3321.85,4698.13,1975_28
1975,29,1195.24,2672.69,3867.93,1975_29
1975,30,1235.25,2763.7,3998.95,1975_30
1975,31,1395.29,2781.71,4177.0,1975_31
1975,32,1488.3,2906.74,4395.04,1975_32
1975,33,1447.29,2851.73,4299.02,1975_33
1975,34,1347.28,2817.73,4165.01,1975_34
1975,35,1532.31,2872.73,4405.04,1975_35
1975,36,1534.32,2979.76,4514.08,1975_36
1975,37,1804.37,3012.77,4817.14,1975_37
1975,38,1806.37,3164.81,4971.18,1975_38
1975,39,2022.41,3540.91,5563.32,1975_39
1975,40,2303.47,3874.99,6178.46,1975_40
1975,41,2358.48,4039.03,6397.51,1975_41
1975,42,2759.57,4642.19,7401.76,1975_42
1975,43,2901.59,4900.25,7801.84,1975_43
1975,44,3237.66,5418.39,8656.05,1975_44
1975,45,3645.75,6266.6,9912.35,1975_45
1975,46,3864.79,6720.72,10585.51,1975_46
1975,47,4508.92,7774.99,12283.91,1975_47
1975,48,4909.0,8260.12,13169.12,1975_48
1975,49,5271.07,9153.35,14424.42,1975_49
1975,50,5987.22,10347.65,16334.87,1975_50
1975,51,6130.25,11186.87,17317.12,1975_51
1975,52,6629.35,11895.05,18524.4,1975_52
1975,53,7227.48,12757.27,19984.75,1975_53
1975,54,7862.61,13979.58,21842.19,1975_54
1975,55,8153.67,14707.76,22861.43,1975_55
1975,56,8528.74,14966.83,23495.57,1975_56
1975,57,9103.86,16298.17,25402.03,1975_57
1975,58,9504.94,17159.4,26664.34,1975_58
1975,59,9980.04,18030.62,28010.66,1975_59
1975,60,10774.2,19694.05,30468.25,1975_60
1975,61,11169.28,20333.2,31502.48,1975_61
1975,62,12337.52,22224.69,34562.21,1975_62
1975,63,12524.55,22809.84,35334.39,1975_63
1975,64,13566.77,23926.13,37492.9,1975_64
1975,65,14599.98,25271.47,39871.45,1975_65
1975,66,14443.95,25063.41,39507.36,1975_66
1975,67,15910.25,26555.8,42466.05,1975_67
1975,68,16168.3,26888.89,43057.19,1975_68
1975,69,17033.48,26614.81,43648.29,1975_69
1975,70,18280.73,26873.88,45154.61,1975_70
1975,71,18134.71,27045.92,45180.63,1975_71
1975,72,19622.01,27541.05,47163.06,1975_72
1975,73,19434.96,26180.7,45615.66,1975_73
1975,74,22707.64,28228.23,50935.87,1975_74
1975,75,23318.77,27784.11,51102.88,1975_75
1975,76,22215.54,25405.5,47621.04,1975_76
1975,77,23219.75,25563.55,48783.3,1975_77
1975,78,24115.93,25503.52,49619.45,1975_78
1975,79,25654.24,25606.56,51260.8,1975_79
1975,80,26458.41,24718.33,51176.74,1975_80
1975,81,25531.22,23155.93,48687.15,1975_81
1975,82,26653.45,23062.9,49716.35,1975_82
1975,83,26174.35,21393.47,47567.82,1975_83
1975,84,25041.12,18993.86,44034.98,1975_84
1975,85,24561.01,17768.55,42329.56,1975_85
1975,86,23364.78,16342.18,39706.96,1975_86
1975,87,20891.27,14165.62,35056.89,1975_87
1975,88,18407.76,11660.99,30068.75,1975_88
1975,89,16892.45,10357.65,27250.1,1975_89
1975,90,15210.1,8910.28,24120.38,1975_90
1975,91,12690.6,7146.83,19837.43,1975_91
1975,92,10709.19,5532.42,16241.61,1975_92
1975,93,8849.8,4425.14,13274.94,1975_93
1975,94,6994.43,3424.88,10419.31,1975_94
1975,95,5355.09,2488.64,7843.73,1975_95
1975,96,3779.77,1719.44,5499.21,1975_96
1975,97,3001.61,1221.32,4222.93,1975_97
1975,98,2187.44,916.24,3103.68,1975_98
1975,99,1497.31,580.15,2077.46,1975_99
1975,100,1039.22,353.09,1392.31,1975_100
1975,101,698.14,221.06,919.2,1975_101
1975,102,427.09,175.04,602.13,1975_102
1975,103,290.06,124.04,414.1,1975_103
1975,104,189.04,70.02,259.06,1975_104
1975,105,130.02,56.02,186.04,1975_105
1975,106,73.02,27.0,100.02,1975_106
1975,107,42.0,17.0,59.0,1975_107
1975,108,37.0,16.0,53.0,1975_108
1975,109,16.0,7.0,23.0,1975_109
1975,0,59.0,21.0,80.0,1975_0
1976,0,20949.08,27328.0,48277.08,1976_0
1976,1,1445.29,1749.51,3194.8,1976_1
1976,2,929.18,1223.36,2152.54,1976_2
1976,3,694.13,1053.31,1747.44,1976_3
1976,4,623.12,890.26,1513.38,1976_4
1976,5,605.12,886.26,1491.38,1976_5
1976,6,515.1,798.23,1313.33,1976_6
1976,7,477.1,691.2,1168.3,1976_7
1976,8,425.08,626.18,1051.26,1976_8
1976,9,386.08,625.18,1011.26,1976_9
1976,10,398.08,646.19,1044.27,1976_10
1976,11,387.08,654.2,1041.28,1976_11
1976,12,424.08,813.24,1237.32,1976_12
1976,13,548.1,1030.3,1578.4,1976_13
1976,14,668.13,1299.38,1967.51,1976_14
1976,15,782.16,1683.49,2465.65,1976_15
1976,16,1000.19,2425.71,3425.9,1976_16
1976,17,1149.22,3083.9,4233.12,1976_17
1976,18,1338.26,3798.11,5136.37,1976_18
1976,19,1291.25,4014.18,5305.43,1976_19
1976,20,1338.26,3932.15,5270.41,1976_20
1976,21,1234.24,4004.17,5238.41,1976_21
1976,22,1240.25,3982.17,5222.42,1976_22
1976,23,1245.25,3681.08,4926.33,1976_23
1976,24,1211.24,3658.08,4869.32,1976_24
1976,25,1206.24,3509.03,4715.27,1976_25
1976,26,1287.25,3262.96,4550.21,1976_26
1976,27,1263.25,3222.94,4486.19,1976_27
1976,28,1308.26,3236.95,4545.21,1976_28
1976,29,1407.27,3203.94,4611.21,1976_29
1976,30,1162.22,2689.79,3852.01,1976_30
1976,31,1275.25,2597.76,3873.01,1976_31
1976,32,1393.27,2732.8,4126.07,1976_32
1976,33,1489.29,2878.84,4368.13,1976_33
1976,34,1477.29,2835.83,4313.12,1976_34
1976,35,1499.3,2716.79,4216.09,1976_35
1976,36,1513.29,2842.83,4356.12,1976_36
1976,37,1699.33,2959.86,4659.19,1976_37
1976,38,1822.35,3248.95,5071.3,1976_38
1976,39,1916.38,3341.98,5258.36,1976_39
1976,40,2181.43,3673.07,5854.5,1976_40
1976,41,2340.46,3943.16,6283.62,1976_41
1976,42,2480.48,4370.28,6850.76,1976_42
1976,43,2755.54,4867.42,7622.96,1976_43
1976,44,3104.61,5206.53,8311.14,1976_44
1976,45,3411.67,6004.75,9416.42,1976_45
1976,46,3869.75,6617.94,10487.69,1976_46
1976,47,4240.82,7148.09,11388.91,1976_47
1976,48,4662.91,8052.36,12715.27,1976_48
1976,49,5134.0,8933.61,14067.61,1976_49
1976,50,5807.13,9789.87,15597.0,1976_50
1976,51,6205.21,10778.15,16983.36,1976_51
1976,52,6725.31,11848.46,18573.77,1976_52
1976,53,7142.39,12571.68,19714.07,1976_53
1976,54,7523.47,13606.99,21130.46,1976_54
1976,55,8037.56,14504.24,22541.8,1976_55
1976,56,8915.74,15465.53,24381.27,1976_56
1976,57,8849.72,16112.72,24962.44,1976_57
1976,58,9664.88,16941.96,26606.84,1976_58
1976,59,9919.93,17981.27,27901.2,1976_59
1976,60,10566.06,19337.66,29903.72,1976_60
1976,61,11507.24,20494.0,32001.24,1976_61
1976,62,12515.44,22316.54,34831.98,1976_62
1976,63,13011.54,23013.74,36025.28,1976_63
1976,64,13397.61,23582.91,36980.52,1976_64
1976,65,14633.85,25315.41,39949.26,1976_65
1976,66,15019.93,25431.45,40451.38,1976_66
1976,67,15623.04,26223.68,41846.72,1976_67
1976,68,16492.21,26974.9,43467.11,1976_68
1976,69,17360.38,27444.03,44804.41,1976_69
1976,70,18488.6,27585.08,46073.68,1976_70
1976,71,18809.66,26973.9,45783.56,1976_71
1976,72,19388.78,27939.18,47327.96,1976_72
1976,73,20457.98,27542.07,48000.05,1976_73
1976,74,20220.94,26114.65,46335.59,1976_74
1976,75,23612.6,28412.32,52024.92,1976_75
1976,76,23899.65,27139.95,51039.6,1976_76
1976,77,23126.51,25281.4,48407.91,1976_77
1976,78,24174.71,25371.43,49546.14,1976_78
1976,79,24776.83,24889.28,49666.11,1976_79
1976,80,26512.16,25192.37,51704.53,1976_80
1976,81,26138.09,23240.8,49378.89,1976_81
1976,82,26777.21,22501.59,49278.8,1976_82
1976,83,27406.34,22082.47,49488.81,1976_83
1976,84,26151.09,20152.91,46304.0,1976_84
1976,85,24862.84,17696.18,42559.02,1976_85
1976,86,24740.82,16687.88,41428.7,1976_86
1976,87,23243.53,15108.42,38351.95,1976_87
1976,88,20037.9,12773.74,32811.64,1976_88
1976,89,17810.47,10695.13,28505.6,1976_89
1976,90,16228.16,9239.7,25467.86,1976_90
1976,91,13736.68,7606.23,21342.91,1976_91
1976,92,11849.3,6254.83,18104.13,1976_92
1976,93,9701.89,4800.4,14502.29,1976_93
1976,94,7788.52,3643.07,11431.59,1976_94
1976,95,6155.2,2684.78,8839.98,1976_95
1976,96,4733.92,1921.57,6655.49,1976_96
1976,97,3182.62,1280.37,4462.99,1976_97
1976,98,2306.45,959.28,3265.73,1976_98
1976,99,1684.33,612.18,2296.51,1976_99
1976,100,1190.23,431.13,1621.36,1976_100
1976,101,734.14,271.08,1005.22,1976_101
1976,102,482.09,161.04,643.13,1976_102
1976,103,343.06,103.03,446.09,1976_103
1976,104,198.04,66.02,264.06,1976_104
1976,105,126.02,47.02,173.04,1976_105
1976,106,110.02,29.0,139.02,1976_106
1976,107,40.0,23.0,63.0,1976_107
1976,108,32.0,16.0,48.0,1976_108
1976,109,26.0,11.0,37.0,1976_109
1976,0,46.0,30.0,76.0,1976_0
1977,0,20104.73,26884.46,46989.19,1977_0
1977,1,1404.33,1753.62,3157.95,1977_1
1977,2,929.22,1259.44,2188.66,1977_2
1977,3,651.15,950.33,1601.48,1977_3
1977,4,603.14,758.27,1361.41,1977_4
1977,5,522.12,824.29,1346.41,1977_5
1977,6,479.11,803.29,1282.4,1977_6
1977,7,434.1,657.23,1091.33,1977_7
1977,8,446.1,656.23,1102.33,1977_8
1977,9,397.1,616.21,1013.31,1977_9
1977,10,386.09,590.2,976.29,1977_10
1977,11,429.1,675.23,1104.33,1977_11
1977,12,442.1,797.28,1239.38,1977_12
1977,13,532.12,975.34,1507.46,1977_13
1977,14,612.14,1307.46,1919.6,1977_14
1977,15,864.21,1710.6,2574.81,1977_15
1977,16,1086.26,2501.88,3588.14,1977_16
1977,17,1202.28,3137.1,4339.38,1977_17
1977,18,1406.33,3947.39,5353.72,1977_18
1977,19,1312.31,4281.5,5593.81,1977_19
1977,20,1343.31,4182.47,5525.78,1977_20
1977,21,1334.31,4138.45,5472.76,1977_21
1977,22,1288.31,4163.47,5451.78,1977_22
1977,23,1253.29,3810.34,5063.63,1977_23
1977,24,1278.3,3759.32,5037.62,1977_24
1977,25,1170.27,3600.26,4770.53,1977_25
1977,26,1273.3,3466.22,4739.52,1977_26
1977,27,1227.29,3353.18,4580.47,1977_27
1977,28,1300.31,3224.13,4524.44,1977_28
1977,29,1385.32,3299.16,4684.48,1977_29
1977,30,1451.34,3257.15,4708.49,1977_30
1977,31,1262.29,2675.94,3938.23,1977_31
1977,32,1351.32,2804.99,4156.31,1977_32
1977,33,1358.32,2815.99,4174.31,1977_33
1977,34,1578.37,3092.09,4670.46,1977_34
1977,35,1540.36,2955.04,4495.4,1977_35
1977,36,1642.38,2954.04,4596.42,1977_36
1977,37,1674.4,3057.07,4731.47,1977_37
1977,38,1825.43,3166.11,4991.54,1977_38
1977,39,1824.43,3404.19,5228.62,1977_39
1977,40,2076.49,3433.2,5509.69,1977_40
1977,41,2289.54,3962.4,6251.94,1977_41
1977,42,2596.61,4359.54,6956.15,1977_42
1977,43,2742.65,4653.64,7396.29,1977_43
1977,44,2949.7,5019.77,7969.47,1977_44
1977,45,3353.79,5445.92,8799.71,1977_45
1977,46,3555.83,6182.17,9738.0,1977_46
1977,47,4091.96,6882.42,10974.38,1977_47
1977,48,4340.02,7792.74,12132.76,1977_48
1977,49,5052.19,8803.09,13855.28,1977_49
1977,50,5509.3,9564.36,15073.66,1977_50
1977,51,6022.42,10309.62,16332.04,1977_51
1977,52,6643.57,11654.1,18297.67,1977_52
1977,53,7104.67,12391.36,19496.03,1977_53
1977,54,7329.72,13138.62,20468.34,1977_54
1977,55,8080.9,14584.13,22665.03,1977_55
1977,56,8616.03,15258.36,23874.39,1977_56
1977,57,9229.17,16200.69,25429.86,1977_57
1977,58,9453.23,16426.78,25880.01,1977_58
1977,59,9890.33,17873.29,27763.62,1977_59
1977,60,10675.51,18443.49,29119.0,1977_60
1977,61,11076.61,19793.97,30870.58,1977_61
1977,62,12299.9,21913.7,34213.6,1977_62
1977,63,12939.05,22924.06,35863.11,1977_63
1977,64,13616.21,23467.26,37083.47,1977_64
1977,65,14494.42,24768.71,39263.13,1977_65
1977,66,15074.55,25281.89,40356.44,1977_66
1977,67,16014.77,26185.21,42199.98,1977_67
1977,68,16451.88,26245.23,42697.11,1977_68
1977,69,17606.15,27437.65,45043.8,1977_69
1977,70,18097.26,27498.67,45595.93,1977_70
1977,71,18846.44,27475.67,46322.11,1977_71
1977,72,19498.59,27918.82,47417.41,1977_72
1977,73,20549.84,27816.78,48366.62,1977_73
1977,74,20972.94,27495.67,48468.61,1977_74
1977,75,21247.0,26182.21,47429.21,1977_75
1977,76,24017.66,27482.66,51500.32,1977_76
1977,77,24432.75,26863.45,51296.2,1977_77
1977,78,23316.49,24453.6,47770.09,1977_78
1977,79,24509.77,24615.66,49125.43,1977_79
1977,80,25619.03,24214.52,49833.55,1977_80
1977,81,25978.12,23578.29,49556.41,1977_81
1977,82,26276.19,22571.94,48848.13,1977_82
1977,83,26489.24,21684.63,48173.87,1977_83
1977,84,26831.32,20377.17,47208.49,1977_84
1977,85,25033.9,18153.39,43187.29,1977_85
1977,86,23655.57,16089.66,39745.23,1977_86
1977,87,22683.34,14791.2,37474.54,1977_87
1977,88,21014.95,13138.62,34153.57,1977_88
1977,89,18540.37,10921.84,29462.21,1977_89
1977,90,16063.78,8904.14,24967.92,1977_90
1977,91,14112.33,7536.65,21648.98,1977_91
1977,92,12032.84,6444.27,18477.11,1977_92
1977,93,9895.33,4908.73,14804.06,1977_93
1977,94,7948.87,3595.26,11544.13,1977_94
1977,95,6171.45,2731.96,8903.41,1977_95
1977,96,4708.1,2034.71,6742.81,1977_96
1977,97,3574.84,1414.5,4989.34,1977_97
1977,98,2376.56,877.31,3253.87,1977_98
1977,99,1607.38,644.23,2251.61,1977_99
1977,100,1177.28,397.14,1574.42,1977_100
1977,101,849.2,268.1,1117.3,1977_101
1977,102,495.12,159.06,654.18,1977_102
1977,103,340.08,99.04,439.12,1977_103
1977,104,211.05,65.02,276.07,1977_104
1977,105,145.04,61.02,206.06,1977_105
1977,106,80.02,33.02,113.04,1977_106
1977,107,51.02,24.0,75.02,1977_107
1977,108,41.01,8.0,49.01,1977_108
1977,109,27.0,14.0,41.0,1977_109
1977,0,51.0,34.0,85.0,1977_0
1978,0,19862.63,26100.81,45963.44,1978_0
1978,1,1481.42,1798.89,3280.31,1978_1
1978,2,889.25,1274.62,2163.87,1978_2
1978,3,665.18,987.48,1652.66,1978_3
1978,4,528.15,807.39,1335.54,1978_4
1978,5,516.14,719.35,1235.49,1978_5
1978,6,487.14,730.35,1217.49,1978_6
1978,7,462.13,696.34,1158.47,1978_7
1978,8,442.12,627.3,1069.42,1978_8
1978,9,390.11,580.28,970.39,1978_9
1978,10,384.11,580.29,964.4,1978_10
1978,11,358.1,644.32,1002.42,1978_11
1978,12,397.11,723.36,1120.47,1978_12
1978,13,513.14,1001.5,1514.64,1978_13
1978,14,587.16,1194.59,1781.75,1978_14
