Year,Age,Annual Death Rate,Probability of Death,Number of Deaths,Life Expectancy,ID
1983,97,30.092000000000002,26.156000000000002,810,2,1983_97
1983,98,32.376,27.865000000000002,637,2,1983_98
1983,99,34.755,29.609999999999996,489,2,1983_99
1983,100,37.221,31.380999999999997,365,2,1983_100
1983,101,39.761,33.167,264,2,1983_101
1983,102,42.365,34.96,186,2,1983_102
1983,103,45.018,36.747,127,2,1983_103
1983,104,47.705999999999996,38.518,84,1,1983_104
1983,105,50.412,40.263,54,1,1983_105
1983,106,53.12,41.972,34,1,1983_106
1983,107,55.814,43.636,20,1,1983_107
1983,108,58.477999999999994,45.248,12,1,1983_108
1983,109,61.096,46.800000000000004,7,1,1983_109
1983,0,63.653999999999996,100.0,8,1,1983_0
1984,0,1.099,1.089,1089,74,1984_0
1984,1,0.083,0.083,82,74,1984_1
1984,2,0.055,0.055,54,73,1984_2
1984,3,0.04,0.04,39,72,1984_3
1984,4,0.032,0.032,32,71,1984_4
1984,5,0.027999999999999997,0.027999999999999997,28,70,1984_5
1984,6,0.027,0.027,26,69,1984_6
1984,7,0.025,0.025,25,68,1984_7
1984,8,0.025,0.025,25,67,1984_8
1984,9,0.022000000000000002,0.022000000000000002,21,66,1984_9
1984,10,0.023,0.023,23,65,1984_10
1984,11,0.023,0.023,23,64,1984_11
1984,12,0.027,0.027,26,63,1984_12
1984,13,0.031,0.031,30,62,1984_13
1984,14,0.036000000000000004,0.036000000000000004,36,61,1984_14
1984,15,0.049,0.049,48,60,1984_15
1984,16,0.067,0.067,66,59,1984_16
1984,17,0.08,0.08,79,58,1984_17
1984,18,0.098,0.098,97,57,1984_18
1984,19,0.10200000000000001,0.10200000000000001,100,57,1984_19
1984,20,0.105,0.105,103,56,1984_20
1984,21,0.11299999999999999,0.11199999999999999,110,55,1984_21
1984,22,0.11,0.11,107,54,1984_22
1984,23,0.11199999999999999,0.11199999999999999,109,53,1984_23
1984,24,0.11,0.11,107,52,1984_24
1984,25,0.11,0.11,107,51,1984_25
1984,26,0.11100000000000002,0.11100000000000002,108,50,1984_26
1984,27,0.11299999999999999,0.11299999999999999,110,49,1984_27
1984,28,0.11900000000000001,0.11900000000000001,116,48,1984_28
1984,29,0.11299999999999999,0.11199999999999999,109,47,1984_29
1984,30,0.122,0.122,118,46,1984_30
1984,31,0.129,0.129,125,45,1984_31
1984,32,0.13,0.13,125,44,1984_32
1984,33,0.13799999999999998,0.13799999999999998,133,43,1984_33
1984,34,0.14100000000000001,0.14100000000000001,136,42,1984_34
1984,35,0.146,0.146,141,41,1984_35
1984,36,0.159,0.159,153,40,1984_36
1984,37,0.163,0.163,157,40,1984_37
1984,38,0.189,0.189,181,39,1984_38
1984,39,0.19,0.19,181,38,1984_39
1984,40,0.215,0.215,205,37,1984_40
1984,41,0.22799999999999998,0.22799999999999998,217,36,1984_41
1984,42,0.256,0.256,243,35,1984_42
1984,43,0.272,0.272,258,34,1984_43
1984,44,0.3,0.3,284,33,1984_44
1984,45,0.326,0.325,307,32,1984_45
1984,46,0.358,0.357,335,31,1984_46
1984,47,0.394,0.393,368,30,1984_47
1984,48,0.44999999999999996,0.449,419,30,1984_48
1984,49,0.482,0.48,446,29,1984_49
1984,50,0.528,0.527,487,28,1984_50
1984,51,0.605,0.603,555,27,1984_51
1984,52,0.656,0.654,598,26,1984_52
1984,53,0.7020000000000001,0.7000000000000001,635,25,1984_53
1984,54,0.758,0.755,681,24,1984_54
1984,55,0.84,0.836,748,24,1984_55
1984,56,0.932,0.928,823,23,1984_56
1984,57,1.013,1.008,886,22,1984_57
1984,58,1.154,1.1480000000000001,999,21,1984_58
1984,59,1.2189999999999999,1.212,1042,21,1984_59
1984,60,1.319,1.31,1114,20,1984_60
1984,61,1.4120000000000001,1.402,1176,19,1984_61
1984,62,1.625,1.6119999999999999,1333,18,1984_62
1984,63,1.73,1.7160000000000002,1396,18,1984_63
1984,64,1.839,1.822,1457,17,1984_64
1984,65,1.957,1.9380000000000002,1521,16,1984_65
1984,66,2.156,2.133,1642,16,1984_66
1984,67,2.2880000000000003,2.262,1704,15,1984_67
1984,68,2.551,2.519,1855,14,1984_68
1984,69,2.767,2.7289999999999996,1959,14,1984_69
1984,70,3.0349999999999997,2.989,2087,13,1984_70
1984,71,3.245,3.1940000000000004,2163,12,1984_71
1984,72,3.528,3.467,2273,12,1984_72
1984,73,3.894,3.82,2418,11,1984_73
1984,74,4.1259999999999994,4.042,2461,11,1984_74
1984,75,4.436,4.3389999999999995,2535,10,1984_75
1984,76,4.952999999999999,4.833,2701,10,1984_76
1984,77,5.224,5.090999999999999,2708,9,1984_77
1984,78,5.718999999999999,5.56,2806,9,1984_78
1984,79,6.253,6.064,2891,8,1984_79
1984,80,6.973999999999999,6.739000000000001,3018,8,1984_80
1984,81,7.531000000000001,7.258000000000001,3031,7,1984_81
1984,82,8.15,7.831,3033,7,1984_82
1984,83,9.299,8.886,3172,6,1984_83
1984,84,10.132,9.644,3137,6,1984_84
1984,85,10.883,10.322000000000001,3033,6,1984_85
1984,86,12.037,11.354000000000001,2992,5,1984_86
1984,87,13.18,12.365,2889,5,1984_87
1984,88,14.247000000000002,13.3,2723,5,1984_88
1984,89,15.581,14.455000000000002,2566,4,1984_89
1984,90,17.11,15.761,2393,4,1984_90
1984,91,18.538,16.965,2170,4,1984_91
1984,92,20.293,18.424,1957,3,1984_92
1984,93,21.990000000000002,19.811999999999998,1717,3,1984_93
1984,94,24.095,21.504,1494,3,1984_94
1984,95,25.811,22.861,1247,3,1984_95
1984,96,27.903,24.487000000000002,1030,3,1984_96
1984,97,30.104,26.165,831,2,1984_97
1984,98,32.408,27.889000000000003,654,2,1984_98
1984,99,34.809,29.648000000000003,501,2,1984_99
1984,100,37.296,31.434,374,2,1984_100
1984,101,39.86,33.236,271,2,1984_101
1984,102,42.487,35.043,191,2,1984_102
1984,103,45.164,36.844,130,2,1984_103
1984,104,47.875,38.628,86,1,1984_104
1984,105,50.602999999999994,40.385,55,1,1984_105
1984,106,53.333,42.105,34,1,1984_106
1984,107,56.047000000000004,43.779,21,1,1984_107
1984,108,58.730000000000004,45.399,12,1,1984_108
1984,109,61.365,46.957,7,1,1984_109
1984,0,63.937999999999995,100.0,8,1,1984_0
1985,0,1.091,1.08,1080,74,1985_0
1985,1,0.08099999999999999,0.08099999999999999,80,74,1985_1
1985,2,0.055,0.055,54,73,1985_2
1985,3,0.039,0.039,39,72,1985_3
1985,4,0.033,0.033,32,71,1985_4
1985,5,0.027999999999999997,0.027999999999999997,28,70,1985_5
1985,6,0.027999999999999997,0.027999999999999997,27,69,1985_6
1985,7,0.023,0.023,23,68,1985_7
1985,8,0.023,0.023,23,67,1985_8
1985,9,0.022000000000000002,0.022000000000000002,22,66,1985_9
1985,10,0.021,0.021,20,65,1985_10
1985,11,0.023,0.023,22,64,1985_11
1985,12,0.026,0.026,26,63,1985_12
1985,13,0.031,0.031,30,62,1985_13
1985,14,0.038,0.038,37,61,1985_14
1985,15,0.049,0.049,49,60,1985_15
1985,16,0.06899999999999999,0.06899999999999999,67,59,1985_16
1985,17,0.08,0.08,79,58,1985_17
1985,18,0.101,0.101,99,57,1985_18
1985,19,0.10200000000000001,0.10200000000000001,100,56,1985_19
1985,20,0.1,0.1,98,56,1985_20
1985,21,0.11,0.11,107,55,1985_21
1985,22,0.109,0.109,107,54,1985_22
1985,23,0.11,0.11,108,53,1985_23
1985,24,0.109,0.109,107,52,1985_24
1985,25,0.11100000000000002,0.11100000000000002,108,51,1985_25
1985,26,0.109,0.109,106,50,1985_26
1985,27,0.11299999999999999,0.11299999999999999,110,49,1985_27
1985,28,0.123,0.123,119,48,1985_28
1985,29,0.11499999999999999,0.11499999999999999,112,47,1985_29
1985,30,0.124,0.124,120,46,1985_30
1985,31,0.129,0.129,125,45,1985_31
1985,32,0.13899999999999998,0.13899999999999998,134,44,1985_32
1985,33,0.14400000000000002,0.14400000000000002,139,43,1985_33
1985,34,0.14300000000000002,0.14300000000000002,138,42,1985_34
1985,35,0.155,0.155,149,41,1985_35
1985,36,0.164,0.164,158,40,1985_36
1985,37,0.173,0.173,166,40,1985_37
1985,38,0.186,0.186,178,39,1985_38
1985,39,0.189,0.189,181,38,1985_39
1985,40,0.208,0.208,199,37,1985_40
1985,41,0.234,0.234,223,36,1985_41
1985,42,0.257,0.257,244,35,1985_42
1985,43,0.272,0.272,258,34,1985_43
1985,44,0.293,0.293,277,33,1985_44
1985,45,0.328,0.327,308,32,1985_45
1985,46,0.357,0.357,335,31,1985_46
1985,47,0.388,0.387,363,30,1985_47
1985,48,0.45799999999999996,0.457,427,30,1985_48
1985,49,0.47000000000000003,0.469,435,29,1985_49
1985,50,0.527,0.526,486,28,1985_50
1985,51,0.5950000000000001,0.5930000000000001,546,27,1985_51
1985,52,0.656,0.653,597,26,1985_52
1985,53,0.7080000000000001,0.705,640,25,1985_53
1985,54,0.751,0.748,675,24,1985_54
1985,55,0.857,0.853,763,24,1985_55
1985,56,0.9119999999999999,0.907,805,23,1985_56
1985,57,1.005,1.0,879,22,1985_57
1985,58,1.16,1.153,1003,21,1985_58
1985,59,1.198,1.191,1024,21,1985_59
1985,60,1.341,1.332,1133,20,1985_60
1985,61,1.435,1.425,1195,19,1985_61
1985,62,1.6039999999999999,1.591,1315,18,1985_62
1985,63,1.7069999999999999,1.693,1377,18,1985_63
1985,64,1.813,1.796,1437,17,1985_64
1985,65,2.0340000000000003,2.013,1581,16,1985_65
1985,66,2.109,2.0869999999999997,1606,16,1985_66
1985,67,2.2849999999999997,2.259,1703,15,1985_67
1985,68,2.506,2.475,1823,14,1985_68
1985,69,2.716,2.68,1925,14,1985_69
1985,70,3.031,2.9850000000000003,2087,13,1985_70
1985,71,3.261,3.209,2176,12,1985_71
1985,72,3.581,3.5180000000000002,2310,12,1985_72
1985,73,3.849,3.7760000000000002,2392,11,1985_73
1985,74,4.125,4.042,2463,11,1985_74
1985,75,4.513,4.414,2581,10,1985_75
1985,76,4.849,4.734,2646,10,1985_76
1985,77,5.323,5.185,2761,9,1985_77
1985,78,5.761,5.6000000000000005,2827,9,1985_78
1985,79,6.239,6.05,2884,8,1985_79
1985,80,7.04,6.801,3045,8,1985_80
1985,81,7.636,7.355,3070,7,1985_81
1985,82,8.36,8.024000000000001,3103,7,1985_82
1985,83,9.062000000000001,8.67,3083,6,1985_83
1985,84,10.311,9.805,3185,6,1985_84
1985,85,11.214,10.619,3111,5,1985_85
1985,86,12.020999999999999,11.34,2969,5,1985_86
1985,87,13.200999999999999,12.384,2875,5,1985_87
1985,88,14.533999999999999,13.549,2756,4,1985_88
1985,89,15.887,14.718,2588,4,1985_89
1985,90,17.343,15.959000000000001,2393,4,1985_90
1985,91,18.629,17.041999999999998,2148,4,1985_91
1985,92,21.016000000000002,19.017,1988,3,1985_92
1985,93,22.744,20.422,1729,3,1985_93
1985,94,24.708,21.991,1482,3,1985_94
1985,95,26.277,23.225,1221,3,1985_95
1985,96,28.419,24.883,1004,2,1985_96
1985,97,30.671,26.593,806,2,1985_97
1985,98,33.028999999999996,28.347,631,2,1985_98
1985,99,35.483,30.137000000000004,480,2,1985_99
1985,100,38.024,31.95,356,2,1985_100
1985,101,40.641,33.777,256,2,1985_101
1985,102,43.318,35.606,179,2,1985_102
1985,103,46.042,37.425999999999995,121,2,1985_103
1985,104,48.796,39.226,79,1,1985_104
1985,105,51.563,40.994,50,1,1985_105
1985,106,54.325,42.721,31,1,1985_106
1985,107,57.065999999999995,44.397999999999996,18,1,1985_107
1985,108,59.768,46.016,11,1,1985_108
1985,109,62.415,47.57,6,1,1985_109
1985,0,64.993,100.0,7,1,1985_0
1986,0,1.05,1.0410000000000001,1041,74,1986_0
1986,1,0.08099999999999999,0.08099999999999999,80,74,1986_1
1986,2,0.055,0.055,54,73,1986_2
1986,3,0.041,0.041,41,72,1986_3
1986,4,0.033,0.033,33,71,1986_4
1986,5,0.027,0.027,26,70,1986_5
1986,6,0.025,0.025,25,69,1986_6
1986,7,0.023,0.023,23,68,1986_7
1986,8,0.023,0.023,22,67,1986_8
1986,9,0.021,0.021,21,66,1986_9
1986,10,0.022000000000000002,0.022000000000000002,21,65,1986_10
1986,11,0.023,0.023,22,64,1986_11
1986,12,0.026,0.026,26,63,1986_12
1986,13,0.03,0.03,29,62,1986_13
1986,14,0.041,0.041,40,61,1986_14
1986,15,0.053,0.053,52,60,1986_15
1986,16,0.076,0.076,75,59,1986_16
1986,17,0.089,0.089,88,58,1986_17
1986,18,0.108,0.108,106,57,1986_18
1986,19,0.106,0.106,104,57,1986_19
1986,20,0.11299999999999999,0.11299999999999999,111,56,1986_20
1986,21,0.116,0.116,114,55,1986_21
1986,22,0.11299999999999999,0.11299999999999999,111,54,1986_22
1986,23,0.11499999999999999,0.11499999999999999,112,53,1986_23
1986,24,0.11499999999999999,0.11499999999999999,112,52,1986_24
1986,25,0.11499999999999999,0.11499999999999999,112,51,1986_25
1986,26,0.117,0.117,114,50,1986_26
1986,27,0.12,0.12,116,49,1986_27
1986,28,0.127,0.127,123,48,1986_28
1986,29,0.128,0.128,124,47,1986_29
1986,30,0.135,0.135,131,46,1986_30
1986,31,0.14100000000000001,0.13999999999999999,136,45,1986_31
1986,32,0.146,0.146,141,44,1986_32
1986,33,0.158,0.157,152,43,1986_33
1986,34,0.157,0.157,151,42,1986_34
1986,35,0.166,0.166,160,42,1986_35
1986,36,0.174,0.173,167,41,1986_36
1986,37,0.17600000000000002,0.17600000000000002,169,40,1986_37
1986,38,0.2,0.2,191,39,1986_38
1986,39,0.19,0.189,181,38,1986_39
1986,40,0.214,0.214,204,37,1986_40
1986,41,0.232,0.232,220,36,1986_41
1986,42,0.26,0.26,247,35,1986_42
1986,43,0.27699999999999997,0.27599999999999997,262,34,1986_43
1986,44,0.296,0.296,279,33,1986_44
1986,45,0.328,0.327,308,32,1986_45
1986,46,0.361,0.36,338,31,1986_46
1986,47,0.379,0.379,354,31,1986_47
1986,48,0.44,0.439,409,30,1986_48
1986,49,0.453,0.45199999999999996,419,29,1986_49
1986,50,0.521,0.52,480,28,1986_50
1986,51,0.581,0.579,532,27,1986_51
1986,52,0.645,0.643,587,26,1986_52
1986,53,0.6930000000000001,0.6910000000000001,627,25,1986_53
1986,54,0.745,0.742,668,25,1986_54
1986,55,0.8200000000000001,0.8170000000000001,730,24,1986_55
1986,56,0.898,0.894,793,23,1986_56
1986,57,0.955,0.95,835,22,1986_57
1986,58,1.121,1.115,971,21,1986_58
1986,59,1.169,1.162,1000,21,1986_59
1986,60,1.302,1.2930000000000001,1100,20,1986_60
1986,61,1.435,1.425,1197,19,1986_61
1986,62,1.601,1.5879999999999999,1315,18,1986_62
1986,63,1.6660000000000001,1.652,1346,18,1986_63
1986,64,1.783,1.7670000000000001,1416,17,1986_64
1986,65,1.9800000000000002,1.96,1543,16,1986_65
1986,66,2.153,2.13,1644,16,1986_66
1986,67,2.2399999999999998,2.215,1673,15,1986_67
1986,68,2.521,2.489,1838,14,1986_68
1986,69,2.64,2.605,1876,14,1986_69
1986,70,2.9690000000000003,2.926,2052,13,1986_70
1986,71,3.2399999999999998,3.1879999999999997,2171,12,1986_71
1986,72,3.618,3.5540000000000003,2342,12,1986_72
1986,73,3.8449999999999998,3.772,2398,11,1986_73
1986,74,4.026,3.946,2414,11,1986_74
1986,75,4.426,4.33,2544,10,1986_75
1986,76,4.883,4.7669999999999995,2680,10,1986_76
1986,77,5.16,5.029999999999999,2693,9,1986_77
1986,78,5.74,5.58,2837,9,1986_78
1986,79,6.133,5.949999999999999,2856,8,1986_79
1986,80,6.966,6.732,3039,8,1986_80
1986,81,7.541,7.2669999999999995,3060,7,1986_81
1986,82,8.322000000000001,7.989,3120,7,1986_82
1986,83,9.077,8.683,3120,6,1986_83
1986,84,9.748999999999999,9.296,3050,6,1986_84
1986,85,11.008,10.434000000000001,3105,6,1986_85
1986,86,12.098,11.408,3041,5,1986_86
1986,87,12.973,12.183,2877,5,1986_87
1986,88,14.127999999999998,13.196,2736,4,1986_88
1986,89,15.633,14.499999999999998,2610,4,1986_89
1986,90,17.31,15.931000000000001,2452,4,1986_90
1986,91,18.598,17.016000000000002,2201,4,1986_91
1986,92,20.468,18.568,1994,3,1986_92
1986,93,22.54,20.257,1771,3,1986_93
1986,94,24.05,21.468999999999998,1497,3,1986_94
1986,95,25.968000000000004,22.983999999999998,1258,3,1986_95
1986,96,28.097,24.636,1039,3,1986_96
1986,97,30.337999999999997,26.342,837,2,1986_97
1986,98,32.684999999999995,28.094,658,2,1986_98
1986,99,35.131,29.881999999999998,503,2,1986_99
1986,100,37.666,31.696999999999996,374,2,1986_100
1986,101,40.278999999999996,33.527,270,2,1986_101
1986,102,42.955,35.36,189,2,1986_102
1986,103,45.68,37.186,129,2,1986_103
1986,104,48.437000000000005,38.994,85,1,1986_104
1986,105,51.21,40.771,54,1,1986_105
1986,106,53.981,42.508,33,1,1986_106
1986,107,56.733,44.196000000000005,20,1,1986_107
1986,108,59.447,45.826,12,1,1986_108
1986,109,62.109,47.392,6,1,1986_109
1986,0,64.703,100.0,7,1,1986_0
1987,0,1.035,1.0250000000000001,1025,74,1987_0
1987,1,0.079,0.079,78,74,1987_1
1987,2,0.054,0.054,53,73,1987_2
1987,3,0.042,0.042,41,72,1987_3
1987,4,0.034,0.034,33,71,1987_4
1987,5,0.027,0.027,27,70,1987_5
1987,6,0.027,0.027,26,69,1987_6
1987,7,0.024,0.024,24,68,1987_7
1987,8,0.024,0.024,24,67,1987_8
1987,9,0.021,0.021,21,66,1987_9
1987,10,0.02,0.02,19,65,1987_10
1987,11,0.023,0.023,23,64,1987_11
1987,12,0.025,0.025,25,63,1987_12
1987,13,0.029,0.029,29,62,1987_13
1987,14,0.038,0.038,38,61,1987_14
1987,15,0.05,0.05,49,60,1987_15
1987,16,0.073,0.073,72,60,1987_16
1987,17,0.087,0.087,86,59,1987_17
1987,18,0.10300000000000001,0.10300000000000001,101,58,1987_18
1987,19,0.10200000000000001,0.10200000000000001,101,57,1987_19
1987,20,0.105,0.105,103,56,1987_20
1987,21,0.11199999999999999,0.11199999999999999,110,55,1987_21
1987,22,0.11199999999999999,0.11199999999999999,109,54,1987_22
1987,23,0.11299999999999999,0.11299999999999999,111,53,1987_23
1987,24,0.11199999999999999,0.11199999999999999,109,52,1987_24
1987,25,0.11399999999999999,0.11399999999999999,111,51,1987_25
1987,26,0.11800000000000001,0.11800000000000001,115,50,1987_26
1987,27,0.121,0.121,118,49,1987_27
1987,28,0.129,0.129,125,48,1987_28
1987,29,0.125,0.125,121,47,1987_29
1987,30,0.135,0.135,131,46,1987_30
1987,31,0.14400000000000002,0.14300000000000002,139,45,1987_31
1987,32,0.149,0.149,144,44,1987_32
1987,33,0.159,0.159,153,44,1987_33
1987,34,0.159,0.159,153,43,1987_34
1987,35,0.16999999999999998,0.16999999999999998,163,42,1987_35
1987,36,0.179,0.179,172,41,1987_36
1987,37,0.187,0.187,179,40,1987_37
1987,38,0.20500000000000002,0.20500000000000002,196,39,1987_38
1987,39,0.198,0.198,189,38,1987_39
1987,40,0.21,0.21,200,37,1987_40
1987,41,0.22999999999999998,0.22999999999999998,219,36,1987_41
1987,42,0.253,0.253,240,35,1987_42
1987,43,0.27,0.269,255,34,1987_43
1987,44,0.28800000000000003,0.28800000000000003,272,33,1987_44
1987,45,0.325,0.325,306,32,1987_45
1987,46,0.35300000000000004,0.35200000000000004,331,32,1987_46
1987,47,0.38899999999999996,0.388,363,31,1987_47
1987,48,0.437,0.436,406,30,1987_48
1987,49,0.44200000000000006,0.441,409,29,1987_49
1987,50,0.507,0.506,467,28,1987_50
1987,51,0.58,0.5780000000000001,531,27,1987_51
1987,52,0.636,0.634,579,26,1987_52
1987,53,0.6910000000000001,0.688,625,26,1987_53
1987,54,0.746,0.743,670,25,1987_54
1987,55,0.8210000000000001,0.8170000000000001,731,24,1987_55
1987,56,0.869,0.8659999999999999,768,23,1987_56
1987,57,0.9690000000000001,0.964,848,22,1987_57
1987,58,1.097,1.091,951,22,1987_58
1987,59,1.1520000000000001,1.145,987,21,1987_59
1987,60,1.2850000000000001,1.276,1087,20,1987_60
1987,61,1.4120000000000001,1.402,1180,19,1987_61
1987,62,1.58,1.567,1300,19,1987_62
1987,63,1.664,1.6500000000000001,1347,18,1987_63
1987,64,1.7389999999999999,1.7239999999999998,1384,17,1987_64
1987,65,1.9449999999999998,1.926,1520,16,1987_65
1987,66,2.111,2.089,1616,16,1987_66
1987,67,2.283,2.257,1710,15,1987_67
1987,68,2.455,2.4250000000000003,1796,14,1987_68
1987,69,2.614,2.58,1864,14,1987_69
1987,70,2.8369999999999997,2.7969999999999997,1969,13,1987_70
1987,71,3.157,3.108,2126,13,1987_71
1987,72,3.573,3.51,2327,12,1987_72
1987,73,3.8469999999999995,3.775,2415,11,1987_73
1987,74,4.024,3.945,2428,11,1987_74
1987,75,4.2860000000000005,4.196,2481,10,1987_75
1987,76,4.805000000000001,4.692,2658,10,1987_76
1987,77,5.172000000000001,5.042,2722,9,1987_77
1987,78,5.606,5.453,2796,9,1987_78
1987,79,6.158,5.974,2896,8,1987_79
1987,80,6.8790000000000004,6.65,3031,8,1987_80
1987,81,7.4959999999999996,7.225,3074,7,1987_81
1987,82,8.171000000000001,7.85,3098,7,1987_82
1987,83,8.938,8.556,3112,6,1987_83
1987,84,9.734,9.282,3087,6,1987_84
1987,85,10.615,10.08,3041,6,1987_85
1987,86,12.097,11.407,3095,5,1987_86
1987,87,13.196,12.379,2975,5,1987_87
1987,88,14.202,13.261000000000001,2793,5,1987_88
1987,89,15.365,14.269000000000002,2606,4,1987_89
1987,90,17.049,15.709999999999999,2460,4,1987_90
1987,91,18.682000000000002,17.086000000000002,2255,4,1987_91
1987,92,20.412,18.521,2027,3,1987_92
1987,93,22.155,19.945,1779,3,1987_93
1987,94,24.596999999999998,21.904,1564,3,1987_94
1987,95,26.13,23.11,1288,3,1987_95
1987,96,28.305000000000003,24.795,1063,2,1987_96
1987,97,30.595,26.535999999999998,856,2,1987_97
1987,98,32.995000000000005,28.322999999999997,671,2,1987_98
1987,99,35.496,30.146,512,2,1987_99
1987,100,38.088,31.995,379,2,1987_100
1987,101,40.757,33.857,273,2,1987_101
1987,102,43.49,35.722,191,2,1987_102
1987,103,46.27,37.577,129,2,1987_103
1987,104,49.081,39.409,84,1,1987_104
1987,105,51.903,41.209,53,1,1987_105
1987,106,54.718,42.964,33,1,1987_106
1987,107,57.509,44.666,19,1,1987_107
1987,108,60.257000000000005,46.306000000000004,11,1,1987_108
1987,109,62.946000000000005,47.876999999999995,6,1,1987_109
1987,0,65.56,100.0,7,1,1987_0
1988,0,1.0330000000000001,1.023,1023,74,1988_0
1988,1,0.08,0.08,79,74,1988_1
1988,2,0.052,0.052,52,73,1988_2
1988,3,0.041,0.041,40,72,1988_3
1988,4,0.032,0.032,32,71,1988_4
1988,5,0.029,0.029,28,70,1988_5
1988,6,0.024,0.024,24,69,1988_6
1988,7,0.023,0.023,23,68,1988_7
1988,8,0.024,0.024,23,67,1988_8
1988,9,0.023,0.023,23,66,1988_9
1988,10,0.023,0.023,22,65,1988_10
1988,11,0.023,0.023,22,64,1988_11
1988,12,0.024,0.024,24,63,1988_12
1988,13,0.031,0.031,30,62,1988_13
1988,14,0.039,0.039,38,61,1988_14
1988,15,0.051000000000000004,0.051000000000000004,50,60,1988_15
1988,16,0.076,0.076,75,59,1988_16
1988,17,0.089,0.089,87,59,1988_17
1988,18,0.106,0.106,104,58,1988_18
1988,19,0.106,0.106,104,57,1988_19
1988,20,0.109,0.109,107,56,1988_20
1988,21,0.11199999999999999,0.11199999999999999,109,55,1988_21
1988,22,0.11299999999999999,0.11199999999999999,110,54,1988_22
1988,23,0.116,0.116,113,53,1988_23
1988,24,0.11399999999999999,0.11399999999999999,111,52,1988_24
1988,25,0.116,0.116,113,51,1988_25
1988,26,0.122,0.122,119,50,1988_26
1988,27,0.121,0.121,117,49,1988_27
1988,28,0.134,0.134,130,48,1988_28
1988,29,0.125,0.125,121,47,1988_29
1988,30,0.14100000000000001,0.14100000000000001,137,46,1988_30
1988,31,0.147,0.147,142,45,1988_31
1988,32,0.152,0.152,147,44,1988_32
1988,33,0.158,0.158,152,44,1988_33
1988,34,0.159,0.159,153,43,1988_34
1988,35,0.17600000000000002,0.17600000000000002,169,42,1988_35
1988,36,0.184,0.183,176,41,1988_36
1988,37,0.19,0.19,182,40,1988_37
1988,38,0.213,0.213,204,39,1988_38
1988,39,0.20400000000000001,0.20400000000000001,195,38,1988_39
1988,40,0.219,0.219,209,37,1988_40
1988,41,0.22999999999999998,0.22899999999999998,218,36,1988_41
1988,42,0.258,0.258,245,35,1988_42
1988,43,0.27599999999999997,0.27499999999999997,261,34,1988_43
1988,44,0.294,0.293,277,33,1988_44
1988,45,0.317,0.317,298,32,1988_45
1988,46,0.35500000000000004,0.35400000000000004,332,32,1988_46
1988,47,0.38899999999999996,0.388,363,31,1988_47
1988,48,0.436,0.436,405,30,1988_48
1988,49,0.445,0.44400000000000006,412,29,1988_49
1988,50,0.49500000000000005,0.494,456,28,1988_50
1988,51,0.5579999999999999,0.5559999999999999,511,27,1988_51
1988,52,0.625,0.623,569,26,1988_52
1988,53,0.6890000000000001,0.687,623,26,1988_53
1988,54,0.731,0.728,656,25,1988_54
1988,55,0.8240000000000001,0.8210000000000001,734,24,1988_55
1988,56,0.899,0.895,794,23,1988_56
1988,57,0.9390000000000001,0.9339999999999999,822,22,1988_57
1988,58,1.115,1.109,966,22,1988_58
1988,59,1.119,1.113,959,21,1988_59
1988,60,1.284,1.276,1087,20,1988_60
1988,61,1.399,1.389,1168,19,1988_61
1988,62,1.543,1.532,1270,19,1988_62
1988,63,1.6680000000000001,1.654,1351,18,1988_63
1988,64,1.745,1.73,1389,17,1988_64
1988,65,1.921,1.902,1501,16,1988_65
1988,66,2.088,2.067,1600,16,1988_66
1988,67,2.223,2.199,1667,15,1988_67
1988,68,2.522,2.4899999999999998,1846,14,1988_68
1988,69,2.579,2.546,1841,14,1988_69
1988,70,2.85,2.809,1980,13,1988_70
1988,71,3.052,3.006,2058,12,1988_71
1988,72,3.495,3.435,2281,12,1988_72
1988,73,3.818,3.746,2403,11,1988_73
1988,74,4.073,3.9919999999999995,2464,11,1988_74
1988,75,4.363,4.2700000000000005,2531,10,1988_75
1988,76,4.711,4.603,2612,10,1988_76
1988,77,5.147,5.018000000000001,2716,9,1988_77
1988,78,5.632000000000001,5.478000000000001,2816,9,1988_78
1988,79,6.097,5.917,2876,8,1988_79
1988,80,6.94,6.707000000000001,3067,8,1988_80
1988,81,7.507999999999999,7.236,3087,7,1988_81
1988,82,8.290000000000001,7.960000000000001,3150,7,1988_82
1988,83,9.048,8.656,3152,6,1988_83
1988,84,9.981,9.507,3163,6,1988_84
1988,85,10.878,10.316,3106,5,1988_85
1988,86,11.785,11.129,3005,5,1988_86
1988,87,13.422,12.578,3018,5,1988_87
1988,88,14.526,13.543,2841,4,1988_88
1988,89,15.908,14.735999999999999,2672,4,1988_89
1988,90,17.451,16.051000000000002,2482,4,1988_90
1988,91,18.923000000000002,17.287,2244,4,1988_91
1988,92,20.919999999999998,18.939,2033,3,1988_92
1988,93,22.801,20.468,1781,3,1988_93
1988,94,24.856,22.108,1530,3,1988_94
1988,95,26.695999999999998,23.552,1270,3,1988_95
1988,96,28.921999999999997,25.268,1041,2,1988_96
1988,97,31.264999999999997,27.038,833,2,1988_97
1988,98,33.716,28.852,648,2,1988_98
1988,99,36.266999999999996,30.7,491,2,1988_99
1988,100,38.906,32.57,361,2,1988_100
1988,101,41.620000000000005,34.451,257,2,1988_101
1988,102,44.394,36.33,178,2,1988_102
1988,103,47.21,38.194,119,1,1988_103
